theme,objective,family,effort,comparison,from_attr_code,from_attr_label,to_attr_code,to_attr_label,count,share_of_mismatches,n_mismatches
drugs,5-year overall patient outcome,GPT-5-mini,minimal,linear_vs_judge,S,Safety,E,Efficacy,95,0.30844155844155846,308
drugs,5-year overall patient outcome,GPT-5-mini,minimal,linear_vs_judge,E,Efficacy,S,Safety,49,0.1590909090909091,308
drugs,5-year overall patient outcome,GPT-5-mini,minimal,linear_vs_judge,D,Durability,S,Safety,67,0.21753246753246752,308
drugs,5-year overall patient outcome,GPT-5-mini,minimal,linear_vs_judge,S,Safety,A,Adherence,28,0.09090909090909091,308
drugs,5-year overall patient outcome,GPT-5-mini,minimal,linear_vs_judge,A,Adherence,S,Safety,8,0.025974025974025976,308
drugs,5-year overall patient outcome,GPT-5-mini,minimal,linear_vs_judge,D,Durability,A,Adherence,16,0.05194805194805195,308
drugs,5-year overall patient outcome,GPT-5-mini,minimal,linear_vs_judge,D,Durability,E,Efficacy,32,0.1038961038961039,308
drugs,5-year overall patient outcome,GPT-5-mini,minimal,linear_vs_judge,A,Adherence,E,Efficacy,4,0.012987012987012988,308
drugs,5-year overall patient outcome,GPT-5-mini,minimal,linear_vs_judge,S,Safety,D,Durability,4,0.012987012987012988,308
drugs,5-year overall patient outcome,GPT-5-mini,minimal,linear_vs_judge,E,Efficacy,A,Adherence,2,0.006493506493506494,308
drugs,5-year overall patient outcome,GPT-5-mini,minimal,linear_vs_judge,A,Adherence,D,Durability,3,0.00974025974025974,308
drugs,5-year overall patient outcome,GPT-5-mini,low,actor_vs_linear,D,Durability,E,Efficacy,50,0.390625,128
drugs,5-year overall patient outcome,GPT-5-mini,low,actor_vs_linear,D,Durability,S,Safety,21,0.1640625,128
drugs,5-year overall patient outcome,GPT-5-mini,low,actor_vs_linear,A,Adherence,E,Efficacy,27,0.2109375,128
drugs,5-year overall patient outcome,GPT-5-mini,low,actor_vs_linear,A,Adherence,D,Durability,3,0.0234375,128
drugs,5-year overall patient outcome,GPT-5-mini,low,actor_vs_linear,S,Safety,A,Adherence,1,0.0078125,128
drugs,5-year overall patient outcome,GPT-5-mini,low,actor_vs_linear,A,Adherence,S,Safety,20,0.15625,128
drugs,5-year overall patient outcome,GPT-5-mini,low,actor_vs_linear,E,Efficacy,S,Safety,1,0.0078125,128
drugs,5-year overall patient outcome,GPT-5-mini,low,actor_vs_linear,S,Safety,E,Efficacy,5,0.0390625,128
drugs,5-year overall patient outcome,GPT-5-mini,low,actor_vs_judge,S,Safety,E,Efficacy,96,0.24120603015075376,398
drugs,5-year overall patient outcome,GPT-5-mini,low,actor_vs_judge,D,Durability,E,Efficacy,104,0.2613065326633166,398
drugs,5-year overall patient outcome,GPT-5-mini,low,actor_vs_judge,D,Durability,S,Safety,24,0.06030150753768844,398
drugs,5-year overall patient outcome,GPT-5-mini,low,actor_vs_judge,A,Adherence,E,Efficacy,79,0.1984924623115578,398
drugs,5-year overall patient outcome,GPT-5-mini,low,actor_vs_judge,S,Safety,A,Adherence,21,0.052763819095477386,398
drugs,5-year overall patient outcome,GPT-5-mini,low,actor_vs_judge,E,Efficacy,D,Durability,2,0.005025125628140704,398
drugs,5-year overall patient outcome,GPT-5-mini,low,actor_vs_judge,E,Efficacy,S,Safety,5,0.01256281407035176,398
drugs,5-year overall patient outcome,GPT-5-mini,low,actor_vs_judge,E,Efficacy,A,Adherence,4,0.010050251256281407,398
drugs,5-year overall patient outcome,GPT-5-mini,low,actor_vs_judge,S,Safety,D,Durability,6,0.01507537688442211,398
drugs,5-year overall patient outcome,GPT-5-mini,low,actor_vs_judge,D,Durability,A,Adherence,20,0.05025125628140704,398
drugs,5-year overall patient outcome,GPT-5-mini,low,actor_vs_judge,A,Adherence,D,Durability,11,0.02763819095477387,398
drugs,5-year overall patient outcome,GPT-5-mini,low,actor_vs_judge,A,Adherence,S,Safety,26,0.06532663316582915,398
drugs,5-year overall patient outcome,GPT-5-mini,low,linear_vs_judge,S,Safety,E,Efficacy,98,0.32131147540983607,305
drugs,5-year overall patient outcome,GPT-5-mini,low,linear_vs_judge,E,Efficacy,S,Safety,7,0.022950819672131147,305
drugs,5-year overall patient outcome,GPT-5-mini,low,linear_vs_judge,A,Adherence,E,Efficacy,51,0.16721311475409836,305
drugs,5-year overall patient outcome,GPT-5-mini,low,linear_vs_judge,S,Safety,A,Adherence,29,0.09508196721311475,305
drugs,5-year overall patient outcome,GPT-5-mini,low,linear_vs_judge,D,Durability,E,Efficacy,54,0.17704918032786884,305
drugs,5-year overall patient outcome,GPT-5-mini,low,linear_vs_judge,E,Efficacy,D,Durability,3,0.009836065573770493,305
drugs,5-year overall patient outcome,GPT-5-mini,low,linear_vs_judge,E,Efficacy,A,Adherence,6,0.019672131147540985,305
drugs,5-year overall patient outcome,GPT-5-mini,low,linear_vs_judge,S,Safety,D,Durability,10,0.03278688524590164,305
drugs,5-year overall patient outcome,GPT-5-mini,low,linear_vs_judge,D,Durability,A,Adherence,16,0.05245901639344262,305
drugs,5-year overall patient outcome,GPT-5-mini,low,linear_vs_judge,D,Durability,S,Safety,9,0.029508196721311476,305
drugs,5-year overall patient outcome,GPT-5-mini,low,linear_vs_judge,A,Adherence,S,Safety,17,0.05573770491803279,305
drugs,5-year overall patient outcome,GPT-5-mini,low,linear_vs_judge,A,Adherence,D,Durability,5,0.01639344262295082,305
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_linear,A,Adherence,D,Durability,38,0.07676767676767676,495
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_linear,A,Adherence,S,Safety,11,0.022222222222222223,495
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_linear,E,Efficacy,S,Safety,29,0.05858585858585859,495
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_linear,D,Durability,E,Efficacy,102,0.20606060606060606,495
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_linear,A,Adherence,E,Efficacy,57,0.11515151515151516,495
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_linear,D,Durability,S,Safety,28,0.05656565656565657,495
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_linear,S,Safety,D,Durability,35,0.0707070707070707,495
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_linear,E,Efficacy,D,Durability,45,0.09090909090909091,495
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_linear,E,Efficacy,A,Adherence,24,0.048484848484848485,495
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_linear,S,Safety,E,Efficacy,47,0.09494949494949495,495
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_linear,D,Durability,A,Adherence,35,0.0707070707070707,495
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_linear,S,Safety,A,Adherence,44,0.08888888888888889,495
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_judge,A,Adherence,E,Efficacy,89,0.14171974522292993,628
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_judge,D,Durability,E,Efficacy,185,0.2945859872611465,628
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_judge,S,Safety,E,Efficacy,79,0.12579617834394904,628
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_judge,D,Durability,S,Safety,42,0.06687898089171974,628
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_judge,S,Safety,A,Adherence,66,0.10509554140127389,628
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_judge,E,Efficacy,S,Safety,18,0.028662420382165606,628
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_judge,A,Adherence,D,Durability,7,0.011146496815286623,628
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_judge,D,Durability,A,Adherence,51,0.08121019108280254,628
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_judge,E,Efficacy,A,Adherence,47,0.07484076433121019,628
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_judge,E,Efficacy,D,Durability,18,0.028662420382165606,628
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_judge,S,Safety,D,Durability,11,0.01751592356687898,628
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_judge,A,Adherence,S,Safety,15,0.02388535031847134,628
drugs,5-year overall patient outcome,GPT-5-nano,minimal,linear_vs_judge,D,Durability,E,Efficacy,134,0.24587155963302754,545
drugs,5-year overall patient outcome,GPT-5-nano,minimal,linear_vs_judge,S,Safety,A,Adherence,41,0.07522935779816514,545
drugs,5-year overall patient outcome,GPT-5-nano,minimal,linear_vs_judge,S,Safety,E,Efficacy,59,0.10825688073394496,545
drugs,5-year overall patient outcome,GPT-5-nano,minimal,linear_vs_judge,E,Efficacy,D,Durability,27,0.04954128440366973,545
drugs,5-year overall patient outcome,GPT-5-nano,minimal,linear_vs_judge,E,Efficacy,S,Safety,27,0.04954128440366973,545
drugs,5-year overall patient outcome,GPT-5-nano,minimal,linear_vs_judge,D,Durability,S,Safety,42,0.07706422018348624,545
drugs,5-year overall patient outcome,GPT-5-nano,minimal,linear_vs_judge,D,Durability,A,Adherence,68,0.12477064220183487,545
drugs,5-year overall patient outcome,GPT-5-nano,minimal,linear_vs_judge,A,Adherence,E,Efficacy,66,0.12110091743119267,545
drugs,5-year overall patient outcome,GPT-5-nano,minimal,linear_vs_judge,E,Efficacy,A,Adherence,43,0.07889908256880734,545
drugs,5-year overall patient outcome,GPT-5-nano,minimal,linear_vs_judge,S,Safety,D,Durability,8,0.014678899082568808,545
drugs,5-year overall patient outcome,GPT-5-nano,minimal,linear_vs_judge,A,Adherence,D,Durability,14,0.025688073394495414,545
drugs,5-year overall patient outcome,GPT-5-nano,minimal,linear_vs_judge,A,Adherence,S,Safety,16,0.029357798165137616,545
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_linear,D,Durability,E,Efficacy,41,0.15129151291512916,271
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_linear,D,Durability,S,Safety,36,0.13284132841328414,271
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_linear,E,Efficacy,D,Durability,10,0.03690036900369004,271
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_linear,D,Durability,A,Adherence,18,0.06642066420664207,271
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_linear,E,Efficacy,S,Safety,69,0.25461254612546125,271
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_linear,A,Adherence,D,Durability,12,0.04428044280442804,271
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_linear,A,Adherence,E,Efficacy,31,0.11439114391143912,271
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_linear,A,Adherence,S,Safety,41,0.15129151291512916,271
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_linear,S,Safety,E,Efficacy,7,0.025830258302583026,271
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_linear,E,Efficacy,A,Adherence,2,0.007380073800738007,271
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_linear,S,Safety,D,Durability,3,0.01107011070110701,271
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_linear,S,Safety,A,Adherence,1,0.0036900369003690036,271
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_judge,D,Durability,E,Efficacy,131,0.22393162393162394,585
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_judge,S,Safety,A,Adherence,52,0.08888888888888889,585
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_judge,S,Safety,E,Efficacy,100,0.17094017094017094,585
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_judge,D,Durability,S,Safety,20,0.03418803418803419,585
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_judge,D,Durability,A,Adherence,46,0.07863247863247863,585
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_judge,A,Adherence,E,Efficacy,112,0.19145299145299147,585
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_judge,E,Efficacy,A,Adherence,16,0.02735042735042735,585
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_judge,A,Adherence,S,Safety,21,0.035897435897435895,585
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_judge,S,Safety,D,Durability,37,0.06324786324786325,585
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_judge,E,Efficacy,D,Durability,21,0.035897435897435895,585
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_judge,A,Adherence,D,Durability,23,0.039316239316239315,585
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_judge,E,Efficacy,S,Safety,6,0.010256410256410256,585
drugs,5-year overall patient outcome,GPT-5-nano,low,linear_vs_judge,S,Safety,A,Adherence,76,0.13286713286713286,572
drugs,5-year overall patient outcome,GPT-5-nano,low,linear_vs_judge,S,Safety,E,Efficacy,173,0.30244755244755245,572
drugs,5-year overall patient outcome,GPT-5-nano,low,linear_vs_judge,E,Efficacy,S,Safety,10,0.017482517482517484,572
drugs,5-year overall patient outcome,GPT-5-nano,low,linear_vs_judge,A,Adherence,E,Efficacy,78,0.13636363636363635,572
drugs,5-year overall patient outcome,GPT-5-nano,low,linear_vs_judge,D,Durability,E,Efficacy,84,0.14685314685314685,572
drugs,5-year overall patient outcome,GPT-5-nano,low,linear_vs_judge,D,Durability,A,Adherence,29,0.050699300699300696,572
drugs,5-year overall patient outcome,GPT-5-nano,low,linear_vs_judge,A,Adherence,S,Safety,18,0.03146853146853147,572
drugs,5-year overall patient outcome,GPT-5-nano,low,linear_vs_judge,S,Safety,D,Durability,64,0.11188811188811189,572
drugs,5-year overall patient outcome,GPT-5-nano,low,linear_vs_judge,E,Efficacy,A,Adherence,21,0.03671328671328671,572
drugs,5-year overall patient outcome,GPT-5-nano,low,linear_vs_judge,A,Adherence,D,Durability,9,0.015734265734265736,572
drugs,5-year overall patient outcome,GPT-5-nano,low,linear_vs_judge,D,Durability,S,Safety,8,0.013986013986013986,572
drugs,5-year overall patient outcome,GPT-5-nano,low,linear_vs_judge,E,Efficacy,D,Durability,2,0.0034965034965034965,572
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,actor_vs_linear,D,Durability,E,Efficacy,42,0.1494661921708185,281
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,actor_vs_linear,E,Efficacy,S,Safety,8,0.028469750889679714,281
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,actor_vs_linear,S,Safety,D,Durability,82,0.2918149466192171,281
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,actor_vs_linear,A,Adherence,S,Safety,17,0.060498220640569395,281
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,actor_vs_linear,E,Efficacy,D,Durability,30,0.10676156583629894,281
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,actor_vs_linear,A,Adherence,E,Efficacy,27,0.09608540925266904,281
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,actor_vs_linear,D,Durability,A,Adherence,5,0.017793594306049824,281
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,actor_vs_linear,S,Safety,E,Efficacy,22,0.07829181494661921,281
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,actor_vs_linear,D,Durability,S,Safety,9,0.03202846975088968,281
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,actor_vs_linear,A,Adherence,D,Durability,24,0.08540925266903915,281
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,actor_vs_linear,E,Efficacy,A,Adherence,15,0.05338078291814947,281
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,actor_vs_judge,D,Durability,S,Safety,42,0.08061420345489444,521
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,actor_vs_judge,S,Safety,E,Efficacy,117,0.22456813819577734,521
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,actor_vs_judge,D,Durability,E,Efficacy,126,0.2418426103646833,521
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,actor_vs_judge,E,Efficacy,A,Adherence,27,0.05182341650671785,521
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,actor_vs_judge,E,Efficacy,S,Safety,28,0.053742802303262956,521
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,actor_vs_judge,D,Durability,A,Adherence,12,0.023032629558541268,521
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,actor_vs_judge,E,Efficacy,D,Durability,26,0.04990403071017274,521
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,actor_vs_judge,A,Adherence,E,Efficacy,35,0.0671785028790787,521
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,actor_vs_judge,S,Safety,A,Adherence,43,0.08253358925143954,521
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,actor_vs_judge,S,Safety,D,Durability,27,0.05182341650671785,521
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,actor_vs_judge,A,Adherence,S,Safety,14,0.026871401151631478,521
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,actor_vs_judge,A,Adherence,D,Durability,24,0.046065259117082535,521
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,linear_vs_judge,E,Efficacy,S,Safety,37,0.07326732673267326,505
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,linear_vs_judge,S,Safety,E,Efficacy,79,0.15643564356435644,505
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,linear_vs_judge,D,Durability,E,Efficacy,143,0.28316831683168314,505
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,linear_vs_judge,S,Safety,A,Adherence,27,0.053465346534653464,505
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,linear_vs_judge,E,Efficacy,A,Adherence,32,0.06336633663366337,505
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,linear_vs_judge,E,Efficacy,D,Durability,29,0.05742574257425743,505
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,linear_vs_judge,D,Durability,S,Safety,63,0.12475247524752475,505
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,linear_vs_judge,D,Durability,A,Adherence,33,0.06534653465346535,505
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,linear_vs_judge,A,Adherence,E,Efficacy,35,0.06930693069306931,505
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,linear_vs_judge,S,Safety,D,Durability,27,0.053465346534653464,505
drugs,5-year overall patient outcome,Qwen3.5-14B,low,actor_vs_linear,D,Durability,E,Efficacy,43,0.15925925925925927,270
drugs,5-year overall patient outcome,Qwen3.5-14B,low,actor_vs_linear,E,Efficacy,S,Safety,7,0.025925925925925925,270
drugs,5-year overall patient outcome,Qwen3.5-14B,low,actor_vs_linear,S,Safety,D,Durability,79,0.29259259259259257,270
drugs,5-year overall patient outcome,Qwen3.5-14B,low,actor_vs_linear,A,Adherence,S,Safety,17,0.06296296296296296,270
drugs,5-year overall patient outcome,Qwen3.5-14B,low,actor_vs_linear,E,Efficacy,D,Durability,26,0.0962962962962963,270
drugs,5-year overall patient outcome,Qwen3.5-14B,low,actor_vs_linear,A,Adherence,E,Efficacy,27,0.1,270
drugs,5-year overall patient outcome,Qwen3.5-14B,low,actor_vs_linear,D,Durability,A,Adherence,4,0.014814814814814815,270
drugs,5-year overall patient outcome,Qwen3.5-14B,low,actor_vs_linear,S,Safety,E,Efficacy,20,0.07407407407407407,270
drugs,5-year overall patient outcome,Qwen3.5-14B,low,actor_vs_linear,D,Durability,S,Safety,8,0.02962962962962963,270
drugs,5-year overall patient outcome,Qwen3.5-14B,low,actor_vs_linear,A,Adherence,D,Durability,24,0.08888888888888889,270
drugs,5-year overall patient outcome,Qwen3.5-14B,low,actor_vs_linear,E,Efficacy,A,Adherence,15,0.05555555555555555,270
drugs,5-year overall patient outcome,Qwen3.5-14B,low,actor_vs_judge,D,Durability,S,Safety,41,0.07854406130268199,522
drugs,5-year overall patient outcome,Qwen3.5-14B,low,actor_vs_judge,S,Safety,E,Efficacy,111,0.21264367816091953,522
drugs,5-year overall patient outcome,Qwen3.5-14B,low,actor_vs_judge,D,Durability,E,Efficacy,117,0.22413793103448276,522
drugs,5-year overall patient outcome,Qwen3.5-14B,low,actor_vs_judge,E,Efficacy,A,Adherence,30,0.05747126436781609,522
drugs,5-year overall patient outcome,Qwen3.5-14B,low,actor_vs_judge,E,Efficacy,S,Safety,28,0.05363984674329502,522
drugs,5-year overall patient outcome,Qwen3.5-14B,low,actor_vs_judge,D,Durability,A,Adherence,23,0.044061302681992334,522
drugs,5-year overall patient outcome,Qwen3.5-14B,low,actor_vs_judge,E,Efficacy,D,Durability,21,0.040229885057471264,522
drugs,5-year overall patient outcome,Qwen3.5-14B,low,actor_vs_judge,A,Adherence,E,Efficacy,37,0.07088122605363985,522
drugs,5-year overall patient outcome,Qwen3.5-14B,low,actor_vs_judge,S,Safety,A,Adherence,48,0.09195402298850575,522
drugs,5-year overall patient outcome,Qwen3.5-14B,low,actor_vs_judge,S,Safety,D,Durability,31,0.05938697318007663,522
drugs,5-year overall patient outcome,Qwen3.5-14B,low,actor_vs_judge,A,Adherence,S,Safety,8,0.01532567049808429,522
drugs,5-year overall patient outcome,Qwen3.5-14B,low,actor_vs_judge,A,Adherence,D,Durability,27,0.05172413793103448,522
drugs,5-year overall patient outcome,Qwen3.5-14B,low,linear_vs_judge,E,Efficacy,S,Safety,38,0.07554671968190854,503
drugs,5-year overall patient outcome,Qwen3.5-14B,low,linear_vs_judge,S,Safety,E,Efficacy,77,0.15308151093439365,503
drugs,5-year overall patient outcome,Qwen3.5-14B,low,linear_vs_judge,D,Durability,E,Efficacy,134,0.2664015904572565,503
drugs,5-year overall patient outcome,Qwen3.5-14B,low,linear_vs_judge,S,Safety,A,Adherence,32,0.0636182902584493,503
drugs,5-year overall patient outcome,Qwen3.5-14B,low,linear_vs_judge,E,Efficacy,A,Adherence,37,0.073558648111332,503
drugs,5-year overall patient outcome,Qwen3.5-14B,low,linear_vs_judge,E,Efficacy,D,Durability,27,0.0536779324055666,503
drugs,5-year overall patient outcome,Qwen3.5-14B,low,linear_vs_judge,D,Durability,S,Safety,50,0.09940357852882704,503
drugs,5-year overall patient outcome,Qwen3.5-14B,low,linear_vs_judge,D,Durability,A,Adherence,46,0.09145129224652088,503
drugs,5-year overall patient outcome,Qwen3.5-14B,low,linear_vs_judge,A,Adherence,E,Efficacy,35,0.06958250497017893,503
drugs,5-year overall patient outcome,Qwen3.5-14B,low,linear_vs_judge,S,Safety,D,Durability,25,0.04970178926441352,503
drugs,5-year overall patient outcome,Qwen3.5-14B,low,linear_vs_judge,A,Adherence,D,Durability,2,0.003976143141153081,503
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,actor_vs_linear,D,Durability,E,Efficacy,84,0.18791946308724833,447
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,actor_vs_linear,A,Adherence,E,Efficacy,106,0.2371364653243848,447
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,actor_vs_linear,E,Efficacy,A,Adherence,4,0.008948545861297539,447
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,actor_vs_linear,D,Durability,A,Adherence,19,0.042505592841163314,447
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,actor_vs_linear,S,Safety,E,Efficacy,80,0.1789709172259508,447
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,actor_vs_linear,A,Adherence,D,Durability,19,0.042505592841163314,447
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,actor_vs_linear,S,Safety,A,Adherence,9,0.020134228187919462,447
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,actor_vs_linear,D,Durability,S,Safety,36,0.08053691275167785,447
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,actor_vs_linear,A,Adherence,S,Safety,58,0.1297539149888143,447
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,actor_vs_linear,E,Efficacy,D,Durability,1,0.0022371364653243847,447
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,actor_vs_linear,S,Safety,D,Durability,21,0.04697986577181208,447
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,actor_vs_linear,E,Efficacy,S,Safety,10,0.02237136465324385,447
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,actor_vs_judge,S,Safety,E,Efficacy,158,0.22097902097902097,715
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,actor_vs_judge,D,Durability,E,Efficacy,140,0.1958041958041958,715
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,actor_vs_judge,A,Adherence,E,Efficacy,131,0.18321678321678322,715
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,actor_vs_judge,E,Efficacy,A,Adherence,18,0.025174825174825177,715
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,actor_vs_judge,A,Adherence,D,Durability,21,0.02937062937062937,715
