theme,objective,family,effort,attr_code,attr_label,actor_share,linear_share,judge_share,n_actor_attr,linear_matches_actor_rate,judge_matches_actor_rate,linear_choice_accuracy_given_actor_attr,judge_choice_accuracy_given_actor_attr
drugs,5-year overall patient outcome,GPT-5-nano,minimal,S,Safety,0.15166666666666667,0.10333333333333333,0.08416666666666667,182,0.3076923076923077,0.14285714285714285,0.8021978021978022,0.7252747252747253
drugs,5-year overall patient outcome,GPT-5-nano,minimal,D,Durability,0.2833333333333333,0.24416666666666667,0.08166666666666667,340,0.5147058823529411,0.18235294117647058,0.8323529411764706,0.7029411764705882
drugs,5-year overall patient outcome,GPT-5-nano,low,E,Efficacy,0.3275,0.3258333333333333,0.5775,393,0.7938931297709924,0.8905852417302799,0.9083969465648855,0.8854961832061069
drugs,5-year overall patient outcome,GPT-5-nano,low,A,Adherence,0.21916666666666668,0.16666666666666666,0.18416666666666667,263,0.6806083650190115,0.4068441064638783,0.714828897338403,0.6463878326996197
drugs,5-year overall patient outcome,GPT-5-nano,low,S,Safety,0.24,0.3525,0.12166666666666667,288,0.9618055555555556,0.34375,0.9097222222222222,0.7083333333333334
drugs,5-year overall patient outcome,GPT-5-nano,low,D,Durability,0.21333333333333335,0.155,0.11666666666666667,256,0.62890625,0.23046875,0.71875,0.578125
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,E,Efficacy,0.4025,0.43416666666666665,0.5666666666666667,483,0.8902691511387164,0.8322981366459627,0.9213250517598344,0.8322981366459627
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,A,Adherence,0.1325,0.0925,0.14,159,0.5723270440251572,0.5408805031446541,0.7672955974842768,0.7547169811320755
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,S,Safety,0.23166666666666666,0.17333333333333334,0.14583333333333334,278,0.6258992805755396,0.3273381294964029,0.7841726618705036,0.6690647482014388
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,D,Durability,0.23333333333333334,0.3,0.1475,280,0.8,0.35714285714285715,0.7535714285714286,0.6107142857142858
drugs,5-year overall patient outcome,Qwen3.5-14B,low,E,Efficacy,0.4075,0.4425,0.5625,489,0.901840490797546,0.8384458077709611,0.918200408997955,0.8384458077709611
drugs,5-year overall patient outcome,Qwen3.5-14B,low,A,Adherence,0.13333333333333333,0.0925,0.1575,160,0.575,0.55,0.75,0.75
drugs,5-year overall patient outcome,Qwen3.5-14B,low,S,Safety,0.22916666666666666,0.17333333333333334,0.135,275,0.64,0.3090909090909091,0.7781818181818182,0.6727272727272727
drugs,5-year overall patient outcome,Qwen3.5-14B,low,D,Durability,0.23,0.2916666666666667,0.145,276,0.8007246376811594,0.3442028985507246,0.7717391304347826,0.6195652173913043
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,E,Efficacy,0.2825,0.495,0.59,339,0.9557522123893806,0.8230088495575221,0.8643067846607669,0.831858407079646
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,A,Adherence,0.2633333333333333,0.1375,0.17166666666666666,316,0.4208860759493671,0.33860759493670883,0.6329113924050633,0.6329113924050633
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,S,Safety,0.26166666666666666,0.25666666666666665,0.19,314,0.6496815286624203,0.27070063694267515,0.5732484076433121,0.5286624203821656
drugs,5-year overall patient outcome,Ministral-3-14B,minimal,D,Durability,0.1925,0.11083333333333334,0.04833333333333333,231,0.39826839826839827,0.06060606060606061,0.47619047619047616,0.4675324675324675
drugs,5-year overall patient outcome,Ministral-3-14B,low,E,Efficacy,0.2808333333333333,0.48333333333333334,0.5925,337,0.9584569732937686,0.8456973293768546,0.8724035608308606,0.8545994065281899
drugs,5-year overall patient outcome,Ministral-3-14B,low,A,Adherence,0.2875,0.15666666666666668,0.15916666666666668,345,0.4579710144927536,0.30434782608695654,0.6173913043478261,0.6115942028985507
drugs,5-year overall patient outcome,Ministral-3-14B,low,S,Safety,0.25166666666666665,0.2633333333333333,0.205,302,0.6788079470198676,0.31788079470198677,0.6423841059602649,0.5463576158940397
drugs,5-year overall patient outcome,Ministral-3-14B,low,D,Durability,0.18,0.09666666666666666,0.043333333333333335,216,0.375,0.06944444444444445,0.5185185185185185,0.4444444444444444
policy,5-year overall community outcome,GPT-5-mini,minimal,E,Effectiveness,0.6258333333333334,0.635,0.6808333333333333,751,0.948069241011984,0.8961384820239681,0.9400798934753661,0.9027962716378163
policy,5-year overall community outcome,GPT-5-mini,minimal,A,Compliance,0.10416666666666667,0.08,0.10333333333333333,125,0.696,0.544,0.824,0.776
policy,5-year overall community outcome,GPT-5-mini,minimal,S,Safety,0.23916666666666667,0.275,0.205,287,0.9477351916376306,0.5331010452961672,0.7874564459930313,0.6759581881533101
policy,5-year overall community outcome,GPT-5-mini,minimal,D,Implementation Ease,0.030833333333333334,0.01,0.010833333333333334,37,0.32432432432432434,0.10810810810810811,0.4864864864864865,0.6216216216216216
policy,5-year overall community outcome,GPT-5-mini,low,E,Effectiveness,0.62,0.6325,0.6616666666666666,744,0.9838709677419355,0.9408602150537635,0.9233870967741935,0.8172043010752689
policy,5-year overall community outcome,GPT-5-mini,low,A,Compliance,0.165,0.12833333333333333,0.1375,198,0.7525252525252525,0.6262626262626263,0.6919191919191919,0.797979797979798
policy,5-year overall community outcome,GPT-5-mini,low,S,Safety,0.2075,0.2375,0.19,249,0.9718875502008032,0.6546184738955824,0.891566265060241,0.7751004016064257
policy,5-year overall community outcome,GPT-5-mini,low,D,Implementation Ease,0.0075,0.0016666666666666668,0.010833333333333334,9,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.5555555555555556
policy,5-year overall community outcome,GPT-5-nano,minimal,E,Effectiveness,0.43916666666666665,0.5266666666666666,0.61,527,0.8387096774193549,0.7760910815939279,0.8595825426944972,0.6850094876660342
policy,5-year overall community outcome,GPT-5-nano,minimal,A,Compliance,0.17166666666666666,0.11916666666666667,0.19916666666666666,206,0.441747572815534,0.46601941747572817,0.8495145631067961,0.6504854368932039
policy,5-year overall community outcome,GPT-5-nano,minimal,S,Safety,0.23916666666666667,0.24,0.10333333333333333,287,0.6236933797909407,0.13937282229965156,0.7735191637630662,0.6585365853658537
policy,5-year overall community outcome,GPT-5-nano,minimal,D,Implementation Ease,0.15,0.11416666666666667,0.0875,180,0.4666666666666667,0.2,0.7388888888888889,0.6055555555555555
policy,5-year overall community outcome,GPT-5-nano,low,E,Effectiveness,0.5316666666666666,0.5966666666666667,0.575,638,0.9670846394984326,0.8401253918495298,0.9435736677115988,0.8072100313479624
policy,5-year overall community outcome,GPT-5-nano,low,A,Compliance,0.12333333333333334,0.10166666666666667,0.14333333333333334,148,0.6418918918918919,0.5135135135135135,0.7702702702702703,0.7432432432432432
policy,5-year overall community outcome,GPT-5-nano,low,S,Safety,0.2941666666666667,0.2833333333333333,0.2025,353,0.8781869688385269,0.42776203966005666,0.8413597733711048,0.6770538243626062
policy,5-year overall community outcome,GPT-5-nano,low,D,Implementation Ease,0.050833333333333335,0.018333333333333333,0.07916666666666666,61,0.3114754098360656,0.22950819672131148,0.4098360655737705,0.5573770491803278
policy,5-year overall community outcome,Qwen3.5-14B,minimal,E,Effectiveness,0.6033333333333334,0.5775,0.4725,724,0.899171270718232,0.6325966850828729,0.9378453038674033,0.7831491712707183
policy,5-year overall community outcome,Qwen3.5-14B,minimal,A,Compliance,0.1175,0.13,0.125,141,0.7659574468085106,0.45390070921985815,0.8439716312056738,0.7021276595744681
policy,5-year overall community outcome,Qwen3.5-14B,minimal,S,Safety,0.23666666666666666,0.275,0.3225,284,0.9225352112676056,0.545774647887324,0.8380281690140845,0.721830985915493
policy,5-year overall community outcome,Qwen3.5-14B,minimal,D,Implementation Ease,0.0425,0.0175,0.08,51,0.35294117647058826,0.23529411764705882,0.5490196078431373,0.6666666666666666
policy,5-year overall community outcome,Qwen3.5-14B,low,E,Effectiveness,0.5966666666666667,0.575,0.4866666666666667,716,0.8966480446927374,0.6480446927374302,0.9371508379888268,0.7653631284916201
policy,5-year overall community outcome,Qwen3.5-14B,low,A,Compliance,0.12,0.13333333333333333,0.125,144,0.7569444444444444,0.4236111111111111,0.8333333333333334,0.6666666666666666
policy,5-year overall community outcome,Qwen3.5-14B,low,S,Safety,0.23833333333333334,0.27666666666666667,0.31083333333333335,286,0.9230769230769231,0.5174825174825175,0.8391608391608392,0.6993006993006993
policy,5-year overall community outcome,Qwen3.5-14B,low,D,Implementation Ease,0.045,0.015,0.0775,54,0.2777777777777778,0.2222222222222222,0.5925925925925926,0.7222222222222222
policy,5-year overall community outcome,Ministral-3-14B,minimal,E,Effectiveness,0.35833333333333334,0.5341666666666667,0.4575,430,0.9046511627906977,0.6953488372093023,0.8883720930232558,0.7883720930232558
policy,5-year overall community outcome,Ministral-3-14B,minimal,A,Compliance,0.22333333333333333,0.10083333333333333,0.16833333333333333,268,0.376865671641791,0.3843283582089552,0.5597014925373134,0.5783582089552238
policy,5-year overall community outcome,Ministral-3-14B,minimal,S,Safety,0.31333333333333335,0.2575,0.3466666666666667,376,0.598404255319149,0.4734042553191489,0.6223404255319149,0.648936170212766
policy,5-year overall community outcome,Ministral-3-14B,minimal,D,Implementation Ease,0.105,0.1075,0.0275,126,0.4365079365079365,0.03968253968253968,0.4444444444444444,0.30158730158730157
policy,5-year overall community outcome,Ministral-3-14B,low,E,Effectiveness,0.36,0.535,0.465,432,0.9143518518518519,0.6944444444444444,0.9004629629629629,0.7870370370370371
policy,5-year overall community outcome,Ministral-3-14B,low,A,Compliance,0.23,0.10166666666666667,0.16833333333333333,276,0.36231884057971014,0.37318840579710144,0.5471014492753623,0.5905797101449275
policy,5-year overall community outcome,Ministral-3-14B,low,S,Safety,0.30833333333333335,0.2525,0.3383333333333333,370,0.5972972972972973,0.4486486486486487,0.6189189189189189,0.6378378378378379
policy,5-year overall community outcome,Ministral-3-14B,low,D,Implementation Ease,0.10166666666666667,0.11083333333333334,0.028333333333333332,122,0.45081967213114754,0.04918032786885246,0.4426229508196721,0.32786885245901637
software,5-year overall production engineering outcome for a small team,GPT-5-mini,minimal,E,Capability,0.22333333333333333,0.3075,0.2325,268,0.7574626865671642,0.48880597014925375,0.914179104477612,0.8097014925373134
software,5-year overall production engineering outcome for a small team,GPT-5-mini,minimal,A,Adoption Ease,0.1175,0.03666666666666667,0.016666666666666666,141,0.3120567375886525,0.07092198581560284,0.8297872340425532,0.6382978723404256
software,5-year overall production engineering outcome for a small team,GPT-5-mini,minimal,S,Reliability,0.4216666666666667,0.4625,0.49083333333333334,506,0.8221343873517787,0.6818181818181818,0.8616600790513834,0.8122529644268774
software,5-year overall production engineering outcome for a small team,GPT-5-mini,minimal,D,Maintainability,0.2375,0.19333333333333333,0.26,285,0.6877192982456141,0.5543859649122806,0.8280701754385965,0.7859649122807018
software,5-year overall production engineering outcome for a small team,GPT-5-mini,low,E,Capability,0.03333333333333333,0.0225,0.20083333333333334,40,0.4,0.775,0.425,0.975
software,5-year overall production engineering outcome for a small team,GPT-5-mini,low,A,Adoption Ease,0.07166666666666667,0.03166666666666667,0.021666666666666667,86,0.4418604651162791,0.11627906976744186,0.38372093023255816,0.7558139534883721
software,5-year overall production engineering outcome for a small team,GPT-5-mini,low,S,Reliability,0.42,0.5008333333333334,0.4666666666666667,504,1.0,0.7222222222222222,0.9642857142857143,0.7202380952380952
software,5-year overall production engineering outcome for a small team,GPT-5-mini,low,D,Maintainability,0.475,0.445,0.31083333333333335,570,0.8964912280701754,0.5701754385964912,0.8807017543859649,0.6087719298245614
software,5-year overall production engineering outcome for a small team,GPT-5-nano,minimal,E,Capability,0.0775,0.4141666666666667,0.59,93,0.9032258064516129,0.8709677419354839,0.7526881720430108,0.7096774193548387
software,5-year overall production engineering outcome for a small team,GPT-5-nano,minimal,A,Adoption Ease,0.5175,0.14166666666666666,0.23416666666666666,621,0.23832528180354268,0.3027375201288245,0.8824476650563607,0.6521739130434783
software,5-year overall production engineering outcome for a small team,GPT-5-nano,minimal,S,Reliability,0.22833333333333333,0.2841666666666667,0.145,274,0.5802919708029197,0.15693430656934307,0.864963503649635,0.718978102189781
software,5-year overall production engineering outcome for a small team,GPT-5-nano,minimal,D,Maintainability,0.17666666666666667,0.16,0.030833333333333334,212,0.46226415094339623,0.08962264150943396,0.8773584905660378,0.589622641509434
software,5-year overall production engineering outcome for a small team,GPT-5-nano,low,E,Capability,0.16916666666666666,0.2175,0.35583333333333333,203,0.7438423645320197,0.7536945812807881,0.8472906403940886,0.8374384236453202
software,5-year overall production engineering outcome for a small team,GPT-5-nano,low,A,Adoption Ease,0.16333333333333333,0.07666666666666666,0.12416666666666666,196,0.4387755102040816,0.3010204081632653,0.7091836734693877,0.7142857142857143
software,5-year overall production engineering outcome for a small team,GPT-5-nano,low,S,Reliability,0.4083333333333333,0.43833333333333335,0.315,490,0.8673469387755102,0.5163265306122449,0.8020408163265306,0.726530612244898
software,5-year overall production engineering outcome for a small team,GPT-5-nano,low,D,Maintainability,0.25916666666666666,0.2675,0.205,311,0.8456591639871383,0.45980707395498394,0.6977491961414791,0.5755627009646302
software,5-year overall production engineering outcome for a small team,Qwen3.5-14B,minimal,E,Capability,0.3333333333333333,0.4483333333333333,0.5066666666666667,400,0.935,0.8375,0.96,0.87
software,5-year overall production engineering outcome for a small team,Qwen3.5-14B,minimal,A,Adoption Ease,0.16666666666666666,0.05333333333333334,0.15833333333333333,200,0.32,0.415,0.68,0.745
software,5-year overall production engineering outcome for a small team,Qwen3.5-14B,minimal,S,Reliability,0.2683333333333333,0.29083333333333333,0.1825,322,0.8198757763975155,0.37577639751552794,0.8105590062111802,0.6987577639751553
software,5-year overall production engineering outcome for a small team,Qwen3.5-14B,minimal,D,Maintainability,0.23166666666666666,0.2075,0.1525,278,0.5683453237410072,0.34172661870503596,0.8309352517985612,0.6726618705035972
software,5-year overall production engineering outcome for a small team,Qwen3.5-14B,low,E,Capability,0.3283333333333333,0.445,0.4925,394,0.9390862944162437,0.8223350253807107,0.9568527918781726,0.8629441624365483
software,5-year overall production engineering outcome for a small team,Qwen3.5-14B,low,A,Adoption Ease,0.16583333333333333,0.05333333333333334,0.17416666666666666,199,0.32160804020100503,0.49246231155778897,0.6884422110552764,0.8090452261306532
software,5-year overall production engineering outcome for a small team,Qwen3.5-14B,low,S,Reliability,0.2683333333333333,0.2966666666666667,0.17916666666666667,322,0.8291925465838509,0.37267080745341613,0.7919254658385093,0.6956521739130435
software,5-year overall production engineering outcome for a small team,Qwen3.5-14B,low,D,Maintainability,0.2375,0.205,0.15416666666666667,285,0.5684210526315789,0.3333333333333333,0.8315789473684211,0.6842105263157895
software,5-year overall production engineering outcome for a small team,Ministral-3-14B,minimal,E,Capability,0.18166666666666667,0.2783333333333333,0.21666666666666667,218,0.6972477064220184,0.4724770642201835,0.8623853211009175,0.7752293577981652
software,5-year overall production engineering outcome for a small team,Ministral-3-14B,minimal,A,Adoption Ease,0.11416666666666667,0.07833333333333334,0.0625,137,0.44525547445255476,0.11678832116788321,0.45985401459854014,0.38686131386861317
software,5-year overall production engineering outcome for a small team,Ministral-3-14B,minimal,S,Reliability,0.42,0.43583333333333335,0.49333333333333335,504,0.7281746031746031,0.6190476190476191,0.7103174603174603,0.7142857142857143
software,5-year overall production engineering outcome for a small team,Ministral-3-14B,minimal,D,Maintainability,0.2841666666666667,0.2075,0.2275,341,0.5395894428152492,0.3519061583577713,0.5835777126099707,0.5571847507331378
software,5-year overall production engineering outcome for a small team,Ministral-3-14B,low,E,Capability,0.22416666666666665,0.2825,0.24083333333333334,269,0.6914498141263941,0.4163568773234201,0.8066914498141264,0.6691449814126395
software,5-year overall production engineering outcome for a small team,Ministral-3-14B,low,A,Adoption Ease,0.13083333333333333,0.08583333333333333,0.056666666666666664,157,0.49044585987261147,0.11464968152866242,0.4140127388535032,0.39490445859872614
software,5-year overall production engineering outcome for a small team,Ministral-3-14B,low,S,Reliability,0.38666666666666666,0.42583333333333334,0.48583333333333334,464,0.7564655172413793,0.5969827586206896,0.7047413793103449,0.6961206896551724
software,5-year overall production engineering outcome for a small team,Ministral-3-14B,low,D,Maintainability,0.25833333333333336,0.20583333333333334,0.21666666666666667,310,0.5612903225806452,0.3096774193548387,0.5483870967741935,0.5387096774193548
