theme,placebo_variant,family,effort,actor_states_placebo_as_key_factor,actor_states_placebo_as_key_factor_se,actor_states_placebo_as_key_factor_ci_lo,actor_states_placebo_as_key_factor_ci_hi,linear_model_factor_is_placebo,linear_model_factor_is_placebo_se,linear_model_factor_is_placebo_ci_lo,linear_model_factor_is_placebo_ci_hi,judge_factor_is_placebo,judge_factor_is_placebo_se,judge_factor_is_placebo_ci_lo,judge_factor_is_placebo_ci_hi,n_premise_ok,n_choice_ok,n_tau_ok,bootstrap,model_tag,dataset_relpath,responses_relpath,stageA_summary_relpath
placebo_packaging,Packaging Symmetry,Claude Haiku 4.5,low,0.0010309278350515464,0.0010503669787847814,0.0,0.003260869565217391,0.0,0.013526631977949075,0.0,0.0026348651348651157,0.0,0.0,0.0,0.0,970,970,970,500,haiku45_low,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/splits/placebo_packaging/test,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/runs/holdout/placebo_packaging/test/haiku45_low_tau__anthropic_claude_haiku45_low_var-short_reason__judge_scores_joint_mt4096/responses.jsonl,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/results/stage_A_placebo_packaging_balanced_train_haiku45_low/stageA_summary.json
placebo_packaging,Packaging Symmetry,Claude Haiku 4.5,minimal,0.008247422680412371,0.0037607874122369852,0.0019801980198019802,0.01587765957446808,0.010309278350515464,0.013218282880704329,0.0030143939393939396,0.019,0.0,0.0,0.0,0.0,970,970,968,500,haiku45_min,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/splits/placebo_packaging/test,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/runs/holdout/placebo_packaging/test/haiku45_min_tau__anthropic_claude_haiku45_minimal_var-short_reason__judge_scores_joint_mt4096/responses.jsonl,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/results/stage_A_placebo_packaging_balanced_train_haiku45_min/stageA_summary.json
placebo_packaging,Packaging Symmetry,GPT-5-mini,low,0.0,0.0,0.0,0.0,0.0,0.012416318952323306,0.0,0.0,0.0,0.0,0.0,0.0,970,970,970,500,mini_low,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/splits/placebo_packaging/test,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/runs/holdout/placebo_packaging/test/mini_low_tau__openai_gpt5mini_low_var-short_reason__judge_scores_joint_mt1024/responses.jsonl,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/results/stage_A_placebo_packaging_balanced_train_mini_low/stageA_summary.json
placebo_packaging,Packaging Symmetry,GPT-5-mini,minimal,0.004123711340206186,0.003952442182684024,0.0,0.01276595744680851,0.004123711340206186,0.027259568563052852,0.0,0.013754500450044999,0.0,0.0,0.0,0.0,970,970,969,500,mini_min,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/splits/placebo_packaging/test,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/runs/holdout/placebo_packaging/test/mini_min_tau__openai_gpt5mini_minimal_var-short_reason__judge_scores_joint_mt1024/responses.jsonl,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/results/stage_A_placebo_packaging_balanced_train_mini_min/stageA_summary.json
placebo_packaging,Packaging Symmetry,GPT-5-nano,low,0.002081165452653486,0.0021747497797666663,0.0,0.007553070762182537,0.002061855670103093,0.0026272680998767877,0.0,0.006521739130434782,0.007284079084287201,0.003788050540377845,0.001054745743852231,0.01582640471442814,961,970,961,500,nano_low,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/splits/placebo_packaging/test,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/runs/holdout/placebo_packaging/test/nano_low_tau__openai_gpt5nano_low_var-short_reason__judge_scores_joint_mt1024/responses.jsonl,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/results/stage_A_placebo_packaging_balanced_train_nano_low/stageA_summary.json
placebo_packaging,Packaging Symmetry,GPT-5-nano,minimal,0.030271398747390398,0.01179995159683295,0.01272964277034133,0.057197416383851535,0.024742268041237112,0.01714102648024018,0.005259949007870524,0.07427295918367344,0.07620041753653445,0.015409816971535687,0.04615889263119763,0.10777920988881297,958,970,958,500,nano_min,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/splits/placebo_packaging/test,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/runs/holdout/placebo_packaging/test/nano_min_tau__openai_gpt5nano_minimal_var-short_reason__judge_scores_joint_mt1024/responses.jsonl,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/results/stage_A_placebo_packaging_balanced_train_nano_min/stageA_summary.json
placebo_packaging,Packaging Symmetry,Ministral-3-14B,low,0.015463917525773196,0.005315595912780153,0.006415579958819492,0.026923076923076925,0.008247422680412371,0.010371052089914106,0.0010862884160756502,0.02,0.004153686396677051,0.0025745249692439728,0.0,0.010114084190143726,970,970,963,500,ministral3_14b_low,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/splits/placebo_packaging/test,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/runs/holdout/placebo_packaging/test/ministral3_14b_low_tau__local_ministral3_14b_reasoning_vllm_low_low_var-short_reason__judge_scores_joint/responses.jsonl,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/results/stage_A_placebo_packaging_balanced_train_ministral3_14b_low/stageA_summary.json
placebo_packaging,Packaging Symmetry,Ministral-3-14B,minimal,0.016494845360824743,0.005526950201700301,0.0064476576055523425,0.028360814022578725,0.008247422680412371,0.0135456415462475,0.0014681505421184331,0.018655731523378582,0.004140786749482402,0.00258250763688249,0.0,0.010230988044006094,970,970,966,500,ministral3_14b_minimal,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/splits/placebo_packaging/test,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/runs/holdout/placebo_packaging/test/ministral3_14b_minimal_tau__local_ministral3_14b_reasoning_vllm_minimal_minimal_var-short_reason__judge_scores_joint/responses.jsonl,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/results/stage_A_placebo_packaging_balanced_train_ministral3_14b_minimal/stageA_summary.json
placebo_packaging,Packaging Symmetry,Qwen3.5-14B,low,0.0010309278350515464,0.0010582822184592878,0.0,0.003279682274247491,0.015463917525773196,0.010145111749570942,0.0,0.03608247422680412,0.026831785345717233,0.013137848012734835,0.0052372262773722625,0.055295527938154385,970,970,969,500,qwen35_14b_low,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/splits/placebo_packaging/test,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/runs/holdout/placebo_packaging/test/qwen35_14b_low_tau__local_qwen35_14b_vllm_low_low_var-short_reason__judge_scores_joint/responses.jsonl,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/results/stage_A_placebo_packaging_balanced_train_qwen35_14b_low/stageA_summary.json
placebo_packaging,Packaging Symmetry,Qwen3.5-14B,minimal,0.0010309278350515464,0.00111063092947171,0.0,0.0034296630094043878,0.015463917525773196,0.015085665786168352,0.0,0.03993257084329121,0.030927835051546393,0.012264005472340044,0.009421875,0.05439855072463767,970,970,970,500,qwen35_14b_minimal,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/splits/placebo_packaging/test,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/runs/holdout/placebo_packaging/test/qwen35_14b_minimal_tau__local_qwen35_14b_vllm_minimal_minimal_var-short_reason__judge_scores_joint/responses.jsonl,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/results/stage_A_placebo_packaging_balanced_train_qwen35_14b_minimal/stageA_summary.json
