theme,objective,family,effort,comparison,from_attr_code,from_attr_label,to_attr_code,to_attr_label,count,share_of_mismatches,n_mismatches
drugs,5-year overall patient outcome,GPT-5-mini,low,actor_vs_judge,D,Durability,A,Adherence,29,0.06823529411764706,425
drugs,5-year overall patient outcome,GPT-5-mini,low,actor_vs_judge,S,Safety,A,Adherence,24,0.05647058823529412,425
drugs,5-year overall patient outcome,GPT-5-mini,low,actor_vs_judge,E,Efficacy,S,Safety,11,0.02588235294117647,425
drugs,5-year overall patient outcome,GPT-5-mini,low,actor_vs_judge,S,Safety,D,Durability,13,0.03058823529411765,425
drugs,5-year overall patient outcome,GPT-5-mini,low,actor_vs_judge,E,Efficacy,D,Durability,3,0.007058823529411765,425
drugs,5-year overall patient outcome,GPT-5-mini,low,actor_vs_judge,E,Efficacy,A,Adherence,24,0.05647058823529412,425
drugs,5-year overall patient outcome,GPT-5-mini,low,linear_vs_judge,S,Safety,E,Efficacy,133,0.36538461538461536,364
drugs,5-year overall patient outcome,GPT-5-mini,low,linear_vs_judge,A,Adherence,E,Efficacy,29,0.07967032967032966,364
drugs,5-year overall patient outcome,GPT-5-mini,low,linear_vs_judge,A,Adherence,S,Safety,12,0.03296703296703297,364
drugs,5-year overall patient outcome,GPT-5-mini,low,linear_vs_judge,D,Durability,E,Efficacy,76,0.2087912087912088,364
drugs,5-year overall patient outcome,GPT-5-mini,low,linear_vs_judge,D,Durability,A,Adherence,27,0.07417582417582418,364
drugs,5-year overall patient outcome,GPT-5-mini,low,linear_vs_judge,S,Safety,A,Adherence,41,0.11263736263736264,364
drugs,5-year overall patient outcome,GPT-5-mini,low,linear_vs_judge,A,Adherence,D,Durability,8,0.02197802197802198,364
drugs,5-year overall patient outcome,GPT-5-mini,low,linear_vs_judge,D,Durability,S,Safety,15,0.04120879120879121,364
drugs,5-year overall patient outcome,GPT-5-mini,low,linear_vs_judge,S,Safety,D,Durability,15,0.04120879120879121,364
drugs,5-year overall patient outcome,GPT-5-mini,low,linear_vs_judge,E,Efficacy,S,Safety,6,0.016483516483516484,364
drugs,5-year overall patient outcome,GPT-5-mini,low,linear_vs_judge,E,Efficacy,D,Durability,1,0.0027472527472527475,364
drugs,5-year overall patient outcome,GPT-5-mini,low,linear_vs_judge,E,Efficacy,A,Adherence,1,0.0027472527472527475,364
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_linear,D,Durability,E,Efficacy,77,0.20533333333333334,375
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_linear,E,Efficacy,D,Durability,29,0.07733333333333334,375
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_linear,E,Efficacy,S,Safety,53,0.14133333333333334,375
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_linear,E,Efficacy,A,Adherence,13,0.034666666666666665,375
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_linear,D,Durability,S,Safety,32,0.08533333333333333,375
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_linear,A,Adherence,D,Durability,40,0.10666666666666667,375
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_linear,A,Adherence,S,Safety,26,0.06933333333333333,375
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_linear,S,Safety,E,Efficacy,13,0.034666666666666665,375
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_linear,S,Safety,D,Durability,10,0.02666666666666667,375
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_linear,A,Adherence,E,Efficacy,52,0.13866666666666666,375
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_linear,D,Durability,A,Adherence,25,0.06666666666666667,375
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_linear,S,Safety,A,Adherence,5,0.013333333333333334,375
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_judge,D,Durability,S,Safety,98,0.15384615384615385,637
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_judge,D,Durability,E,Efficacy,122,0.19152276295133439,637
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_judge,D,Durability,A,Adherence,46,0.07221350078492936,637
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_judge,E,Efficacy,A,Adherence,58,0.09105180533751962,637
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_judge,E,Efficacy,S,Safety,106,0.1664050235478807,637
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_judge,A,Adherence,E,Efficacy,44,0.06907378335949764,637
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_judge,A,Adherence,D,Durability,31,0.04866562009419152,637
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_judge,S,Safety,E,Efficacy,27,0.0423861852433281,637
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_judge,A,Adherence,S,Safety,51,0.08006279434850863,637
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_judge,E,Efficacy,D,Durability,31,0.04866562009419152,637
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_judge,S,Safety,A,Adherence,20,0.03139717425431711,637
drugs,5-year overall patient outcome,GPT-5-nano,minimal,actor_vs_judge,S,Safety,D,Durability,3,0.004709576138147566,637
drugs,5-year overall patient outcome,GPT-5-nano,minimal,linear_vs_judge,E,Efficacy,S,Safety,135,0.24236983842010773,557
drugs,5-year overall patient outcome,GPT-5-nano,minimal,linear_vs_judge,D,Durability,A,Adherence,42,0.07540394973070018,557
drugs,5-year overall patient outcome,GPT-5-nano,minimal,linear_vs_judge,D,Durability,E,Efficacy,88,0.15798922800718132,557
drugs,5-year overall patient outcome,GPT-5-nano,minimal,linear_vs_judge,D,Durability,S,Safety,74,0.13285457809694792,557
drugs,5-year overall patient outcome,GPT-5-nano,minimal,linear_vs_judge,A,Adherence,S,Safety,11,0.019748653500897665,557
drugs,5-year overall patient outcome,GPT-5-nano,minimal,linear_vs_judge,S,Safety,A,Adherence,48,0.08617594254937164,557
drugs,5-year overall patient outcome,GPT-5-nano,minimal,linear_vs_judge,S,Safety,E,Efficacy,42,0.07540394973070018,557
drugs,5-year overall patient outcome,GPT-5-nano,minimal,linear_vs_judge,E,Efficacy,A,Adherence,31,0.05565529622980251,557
drugs,5-year overall patient outcome,GPT-5-nano,minimal,linear_vs_judge,S,Safety,D,Durability,8,0.01436265709156194,557
drugs,5-year overall patient outcome,GPT-5-nano,minimal,linear_vs_judge,A,Adherence,E,Efficacy,28,0.05026929982046679,557
drugs,5-year overall patient outcome,GPT-5-nano,minimal,linear_vs_judge,E,Efficacy,D,Durability,41,0.07360861759425494,557
drugs,5-year overall patient outcome,GPT-5-nano,minimal,linear_vs_judge,A,Adherence,D,Durability,9,0.01615798922800718,557
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_linear,D,Durability,S,Safety,25,0.08650519031141868,289
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_linear,A,Adherence,E,Efficacy,18,0.06228373702422145,289
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_linear,E,Efficacy,D,Durability,3,0.010380622837370242,289
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_linear,D,Durability,E,Efficacy,30,0.10380622837370242,289
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_linear,A,Adherence,S,Safety,39,0.13494809688581316,289
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_linear,D,Durability,A,Adherence,37,0.12802768166089964,289
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_linear,S,Safety,E,Efficacy,2,0.006920415224913495,289
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_linear,E,Efficacy,S,Safety,38,0.1314878892733564,289
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_linear,S,Safety,D,Durability,12,0.04152249134948097,289
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_linear,S,Safety,A,Adherence,10,0.03460207612456748,289
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_linear,E,Efficacy,A,Adherence,47,0.16262975778546712,289
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_linear,A,Adherence,D,Durability,28,0.09688581314878893,289
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_judge,S,Safety,E,Efficacy,55,0.107421875,512
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_judge,S,Safety,D,Durability,40,0.078125,512
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_judge,D,Durability,E,Efficacy,70,0.13671875,512
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_judge,A,Adherence,E,Efficacy,70,0.13671875,512
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_judge,E,Efficacy,S,Safety,28,0.0546875,512
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_judge,A,Adherence,S,Safety,42,0.08203125,512
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_judge,S,Safety,A,Adherence,47,0.091796875,512
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_judge,E,Efficacy,D,Durability,27,0.052734375,512
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_judge,D,Durability,A,Adherence,37,0.072265625,512
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_judge,D,Durability,S,Safety,39,0.076171875,512
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_judge,A,Adherence,D,Durability,30,0.05859375,512
drugs,5-year overall patient outcome,GPT-5-nano,low,actor_vs_judge,E,Efficacy,A,Adherence,27,0.052734375,512
drugs,5-year overall patient outcome,GPT-5-nano,low,linear_vs_judge,S,Safety,E,Efficacy,75,0.1524390243902439,492
drugs,5-year overall patient outcome,GPT-5-nano,low,linear_vs_judge,S,Safety,D,Durability,60,0.12195121951219512,492
drugs,5-year overall patient outcome,GPT-5-nano,low,linear_vs_judge,A,Adherence,E,Efficacy,74,0.15040650406504066,492
drugs,5-year overall patient outcome,GPT-5-nano,low,linear_vs_judge,E,Efficacy,S,Safety,25,0.0508130081300813,492
drugs,5-year overall patient outcome,GPT-5-nano,low,linear_vs_judge,A,Adherence,S,Safety,44,0.08943089430894309,492
drugs,5-year overall patient outcome,GPT-5-nano,low,linear_vs_judge,S,Safety,A,Adherence,59,0.11991869918699187,492
drugs,5-year overall patient outcome,GPT-5-nano,low,linear_vs_judge,D,Durability,E,Efficacy,60,0.12195121951219512,492
drugs,5-year overall patient outcome,GPT-5-nano,low,linear_vs_judge,E,Efficacy,D,Durability,10,0.02032520325203252,492
drugs,5-year overall patient outcome,GPT-5-nano,low,linear_vs_judge,D,Durability,A,Adherence,22,0.044715447154471545,492
drugs,5-year overall patient outcome,GPT-5-nano,low,linear_vs_judge,D,Durability,S,Safety,14,0.028455284552845527,492
drugs,5-year overall patient outcome,GPT-5-nano,low,linear_vs_judge,E,Efficacy,A,Adherence,23,0.046747967479674794,492
drugs,5-year overall patient outcome,GPT-5-nano,low,linear_vs_judge,A,Adherence,D,Durability,26,0.052845528455284556,492
drugs,5-year overall patient outcome,Claude Haiku 4.5,minimal,actor_vs_linear,D,Durability,E,Efficacy,38,0.12101910828025478,314
drugs,5-year overall patient outcome,Claude Haiku 4.5,minimal,actor_vs_linear,A,Adherence,S,Safety,4,0.012738853503184714,314
drugs,5-year overall patient outcome,Claude Haiku 4.5,minimal,actor_vs_linear,D,Durability,S,Safety,30,0.09554140127388536,314
drugs,5-year overall patient outcome,Claude Haiku 4.5,minimal,actor_vs_linear,A,Adherence,D,Durability,42,0.1337579617834395,314
drugs,5-year overall patient outcome,Claude Haiku 4.5,minimal,actor_vs_linear,A,Adherence,E,Efficacy,75,0.23885350318471338,314
drugs,5-year overall patient outcome,Claude Haiku 4.5,minimal,actor_vs_linear,E,Efficacy,D,Durability,2,0.006369426751592357,314
drugs,5-year overall patient outcome,Claude Haiku 4.5,minimal,actor_vs_linear,S,Safety,A,Adherence,36,0.11464968152866242,314
drugs,5-year overall patient outcome,Claude Haiku 4.5,minimal,actor_vs_linear,D,Durability,A,Adherence,31,0.09872611464968153,314
drugs,5-year overall patient outcome,Claude Haiku 4.5,minimal,actor_vs_linear,S,Safety,E,Efficacy,6,0.01910828025477707,314
drugs,5-year overall patient outcome,Claude Haiku 4.5,minimal,actor_vs_linear,E,Efficacy,S,Safety,33,0.10509554140127389,314
drugs,5-year overall patient outcome,Claude Haiku 4.5,minimal,actor_vs_linear,E,Efficacy,A,Adherence,2,0.006369426751592357,314
drugs,5-year overall patient outcome,Claude Haiku 4.5,minimal,actor_vs_linear,S,Safety,D,Durability,15,0.04777070063694268,314
drugs,5-year overall patient outcome,Claude Haiku 4.5,minimal,actor_vs_judge,S,Safety,E,Efficacy,53,0.10192307692307692,520
drugs,5-year overall patient outcome,Claude Haiku 4.5,minimal,actor_vs_judge,D,Durability,S,Safety,36,0.06923076923076923,520
drugs,5-year overall patient outcome,Claude Haiku 4.5,minimal,actor_vs_judge,D,Durability,E,Efficacy,63,0.12115384615384615,520
drugs,5-year overall patient outcome,Claude Haiku 4.5,minimal,actor_vs_judge,A,Adherence,E,Efficacy,91,0.175,520
drugs,5-year overall patient outcome,Claude Haiku 4.5,minimal,actor_vs_judge,S,Safety,D,Durability,34,0.06538461538461539,520
drugs,5-year overall patient outcome,Claude Haiku 4.5,minimal,actor_vs_judge,A,Adherence,D,Durability,55,0.10576923076923077,520
drugs,5-year overall patient outcome,Claude Haiku 4.5,minimal,actor_vs_judge,S,Safety,A,Adherence,36,0.06923076923076923,520
drugs,5-year overall patient outcome,Claude Haiku 4.5,minimal,actor_vs_judge,A,Adherence,S,Safety,36,0.06923076923076923,520
drugs,5-year overall patient outcome,Claude Haiku 4.5,minimal,actor_vs_judge,E,Efficacy,D,Durability,32,0.06153846153846154,520
drugs,5-year overall patient outcome,Claude Haiku 4.5,minimal,actor_vs_judge,E,Efficacy,A,Adherence,34,0.06538461538461539,520
drugs,5-year overall patient outcome,Claude Haiku 4.5,minimal,actor_vs_judge,E,Efficacy,S,Safety,16,0.03076923076923077,520
drugs,5-year overall patient outcome,Claude Haiku 4.5,minimal,actor_vs_judge,D,Durability,A,Adherence,34,0.06538461538461539,520
drugs,5-year overall patient outcome,Claude Haiku 4.5,minimal,linear_vs_judge,S,Safety,E,Efficacy,39,0.0924170616113744,422
drugs,5-year overall patient outcome,Claude Haiku 4.5,minimal,linear_vs_judge,E,Efficacy,S,Safety,23,0.054502369668246446,422
drugs,5-year overall patient outcome,Claude Haiku 4.5,minimal,linear_vs_judge,S,Safety,D,Durability,30,0.07109004739336493,422
drugs,5-year overall patient outcome,Claude Haiku 4.5,minimal,linear_vs_judge,A,Adherence,D,Durability,33,0.07819905213270142,422
drugs,5-year overall patient outcome,Claude Haiku 4.5,minimal,linear_vs_judge,A,Adherence,E,Efficacy,49,0.11611374407582939,422
drugs,5-year overall patient outcome,Claude Haiku 4.5,minimal,linear_vs_judge,S,Safety,A,Adherence,47,0.11137440758293839,422
drugs,5-year overall patient outcome,Claude Haiku 4.5,minimal,linear_vs_judge,A,Adherence,S,Safety,38,0.09004739336492891,422
drugs,5-year overall patient outcome,Claude Haiku 4.5,minimal,linear_vs_judge,E,Efficacy,D,Durability,47,0.11137440758293839,422
drugs,5-year overall patient outcome,Claude Haiku 4.5,minimal,linear_vs_judge,D,Durability,E,Efficacy,59,0.13981042654028436,422
drugs,5-year overall patient outcome,Claude Haiku 4.5,minimal,linear_vs_judge,E,Efficacy,A,Adherence,34,0.08056872037914692,422
drugs,5-year overall patient outcome,Claude Haiku 4.5,minimal,linear_vs_judge,D,Durability,A,Adherence,14,0.03317535545023697,422
drugs,5-year overall patient outcome,Claude Haiku 4.5,minimal,linear_vs_judge,D,Durability,S,Safety,9,0.02132701421800948,422
drugs,5-year overall patient outcome,Claude Haiku 4.5,low,actor_vs_linear,D,Durability,E,Efficacy,17,0.06093189964157706,279
drugs,5-year overall patient outcome,Claude Haiku 4.5,low,actor_vs_linear,A,Adherence,S,Safety,74,0.26523297491039427,279
drugs,5-year overall patient outcome,Claude Haiku 4.5,low,actor_vs_linear,D,Durability,S,Safety,30,0.10752688172043011,279
drugs,5-year overall patient outcome,Claude Haiku 4.5,low,actor_vs_linear,A,Adherence,E,Efficacy,19,0.06810035842293907,279
drugs,5-year overall patient outcome,Claude Haiku 4.5,low,actor_vs_linear,A,Adherence,D,Durability,34,0.12186379928315412,279
drugs,5-year overall patient outcome,Claude Haiku 4.5,low,actor_vs_linear,S,Safety,E,Efficacy,8,0.02867383512544803,279
drugs,5-year overall patient outcome,Claude Haiku 4.5,low,actor_vs_linear,S,Safety,A,Adherence,10,0.035842293906810034,279
drugs,5-year overall patient outcome,Claude Haiku 4.5,low,actor_vs_linear,S,Safety,D,Durability,15,0.053763440860215055,279
drugs,5-year overall patient outcome,Claude Haiku 4.5,low,actor_vs_linear,E,Efficacy,S,Safety,24,0.08602150537634409,279
drugs,5-year overall patient outcome,Claude Haiku 4.5,low,actor_vs_linear,D,Durability,A,Adherence,28,0.1003584229390681,279
drugs,5-year overall patient outcome,Claude Haiku 4.5,low,actor_vs_linear,E,Efficacy,A,Adherence,20,0.07168458781362007,279
drugs,5-year overall patient outcome,Claude Haiku 4.5,low,actor_vs_judge,D,Durability,S,Safety,27,0.05934065934065934,455
drugs,5-year overall patient outcome,Claude Haiku 4.5,low,actor_vs_judge,S,Safety,E,Efficacy,33,0.07252747252747253,455
drugs,5-year overall patient outcome,Claude Haiku 4.5,low,actor_vs_judge,S,Safety,A,Adherence,40,0.08791208791208792,455
drugs,5-year overall patient outcome,Claude Haiku 4.5,low,actor_vs_judge,A,Adherence,S,Safety,29,0.06373626373626373,455
drugs,5-year overall patient outcome,Claude Haiku 4.5,low,actor_vs_judge,S,Safety,D,Durability,36,0.07912087912087912,455
drugs,5-year overall patient outcome,Claude Haiku 4.5,low,actor_vs_judge,E,Efficacy,D,Durability,29,0.06373626373626373,455
drugs,5-year overall patient outcome,Claude Haiku 4.5,low,actor_vs_judge,A,Adherence,E,Efficacy,129,0.2835164835164835,455
drugs,5-year overall patient outcome,Claude Haiku 4.5,low,actor_vs_judge,D,Durability,A,Adherence,20,0.04395604395604396,455
drugs,5-year overall patient outcome,Claude Haiku 4.5,low,actor_vs_judge,D,Durability,E,Efficacy,57,0.12527472527472527,455
drugs,5-year overall patient outcome,Claude Haiku 4.5,low,actor_vs_judge,A,Adherence,D,Durability,30,0.06593406593406594,455
drugs,5-year overall patient outcome,Claude Haiku 4.5,low,actor_vs_judge,E,Efficacy,A,Adherence,18,0.03956043956043956,455
drugs,5-year overall patient outcome,Claude Haiku 4.5,low,actor_vs_judge,E,Efficacy,S,Safety,7,0.015384615384615385,455
drugs,5-year overall patient outcome,Claude Haiku 4.5,low,linear_vs_judge,E,Efficacy,S,Safety,5,0.012626262626262626,396
drugs,5-year overall patient outcome,Claude Haiku 4.5,low,linear_vs_judge,S,Safety,E,Efficacy,73,0.18434343434343434,396
drugs,5-year overall patient outcome,Claude Haiku 4.5,low,linear_vs_judge,S,Safety,A,Adherence,53,0.13383838383838384,396
drugs,5-year overall patient outcome,Claude Haiku 4.5,low,linear_vs_judge,S,Safety,D,Durability,45,0.11363636363636363,396
drugs,5-year overall patient outcome,Claude Haiku 4.5,low,linear_vs_judge,E,Efficacy,D,Durability,18,0.045454545454545456,396
drugs,5-year overall patient outcome,Claude Haiku 4.5,low,linear_vs_judge,D,Durability,S,Safety,3,0.007575757575757576,396
drugs,5-year overall patient outcome,Claude Haiku 4.5,low,linear_vs_judge,E,Efficacy,A,Adherence,13,0.03282828282828283,396
drugs,5-year overall patient outcome,Claude Haiku 4.5,low,linear_vs_judge,D,Durability,E,Efficacy,49,0.12373737373737374,396
drugs,5-year overall patient outcome,Claude Haiku 4.5,low,linear_vs_judge,A,Adherence,E,Efficacy,79,0.1994949494949495,396
drugs,5-year overall patient outcome,Claude Haiku 4.5,low,linear_vs_judge,A,Adherence,D,Durability,21,0.05303030303030303,396
drugs,5-year overall patient outcome,Claude Haiku 4.5,low,linear_vs_judge,A,Adherence,S,Safety,22,0.05555555555555555,396
drugs,5-year overall patient outcome,Claude Haiku 4.5,low,linear_vs_judge,D,Durability,A,Adherence,15,0.03787878787878788,396
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,actor_vs_linear,S,Safety,D,Durability,61,0.15288220551378445,399
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,actor_vs_linear,E,Efficacy,D,Durability,59,0.14786967418546365,399
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,actor_vs_linear,S,Safety,A,Adherence,49,0.12280701754385964,399
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,actor_vs_linear,A,Adherence,D,Durability,47,0.11779448621553884,399
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,actor_vs_linear,D,Durability,S,Safety,1,0.002506265664160401,399
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,actor_vs_linear,E,Efficacy,A,Adherence,90,0.22556390977443608,399
drugs,5-year overall patient outcome,Qwen3.5-14B,minimal,actor_vs_linear,E,Efficacy,S,Safety,38,0.09523809523809523,399
