theme,family,effort,linear_model_predicts_actor_choice,linear_model_predicts_actor_choice_se,linear_model_predicts_actor_choice_ci_lo,linear_model_predicts_actor_choice_ci_hi,judge_predicts_actor_choice,judge_predicts_actor_choice_se,judge_predicts_actor_choice_ci_lo,judge_predicts_actor_choice_ci_hi,linear_model_factor_matches_stated_factor,linear_model_factor_matches_stated_factor_se,linear_model_factor_matches_stated_factor_ci_lo,linear_model_factor_matches_stated_factor_ci_hi,judge_factor_matches_stated_factor,judge_factor_matches_stated_factor_se,judge_factor_matches_stated_factor_ci_lo,judge_factor_matches_stated_factor_ci_hi,n_choice_ok,n_judge_choice_ok,n_premise_ok,n_judge_premise_ok,bootstrap,model_tag,dataset_relpath,responses_relpath,stageA_summary_relpath
policy,Claude Haiku 4.5,low,0.8639175257731959,0.029252924297004938,0.7941842105263158,0.9094878616561357,0.7845360824742268,0.0388257582354467,0.7071778350515464,0.8570074005550417,0.9216494845360824,0.023061169685880685,0.8839610260489162,0.9591836734693877,0.7690721649484537,0.031560568108865594,0.7106488648090815,0.8324590209020901,970,970,970,970,500,haiku45_low,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/splits/policy/test,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/runs/holdout/policy/test/haiku45_low_tau__anthropic_claude_haiku45_low_var-short_reason__judge_scores_joint_mt4096/responses.jsonl,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/results/stage_A_policy_balanced_train_haiku45_low/stageA_summary.json
policy,Claude Haiku 4.5,minimal,0.8329896907216495,0.02570926957861676,0.7717171717171717,0.8713563829787234,0.7697095435684648,0.031488679559382324,0.7039309827177517,0.8279045861500129,0.8824742268041237,0.025679707413190728,0.8313709677419355,0.9223710808580857,0.6607883817427386,0.032857886934394134,0.5923097059659366,0.7175060241101839,970,964,970,964,500,haiku45_min,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/splits/policy/test,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/runs/holdout/policy/test/haiku45_min_tau__anthropic_claude_haiku45_minimal_var-short_reason__judge_scores_joint_mt4096/responses.jsonl,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/results/stage_A_policy_balanced_train_haiku45_min/stageA_summary.json
policy,GPT-5-mini,low,0.8618556701030928,0.031816944460136165,0.7989240286771508,0.9174145531999207,0.8103092783505155,0.03137399655896616,0.7494414893617021,0.8731246126833299,0.9103092783505154,0.018953492138931907,0.8671725057121097,0.9450726584777362,0.7484536082474227,0.03094991744703111,0.6878192204301076,0.810453734892015,970,970,970,970,500,mini_low,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/splits/policy/test,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/runs/holdout/policy/test/mini_low_tau__openai_gpt5mini_low_var-short_reason__judge_scores_joint_mt1024/responses.jsonl,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/results/stage_A_policy_balanced_train_mini_low/stageA_summary.json
policy,GPT-5-mini,minimal,0.8835051546391752,0.027984558912923296,0.8024744897959183,0.9220428508482044,0.7948453608247422,0.03363108906417931,0.7275500625782227,0.857730179028133,0.9195876288659793,0.018501330040745258,0.877533459162663,0.949456830277942,0.7195876288659794,0.03385971388673508,0.6512516458196181,0.7842564606741572,970,970,970,970,500,mini_min,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/splits/policy/test,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/runs/holdout/policy/test/mini_min_tau__openai_gpt5mini_minimal_var-short_reason__judge_scores_joint_mt1024/responses.jsonl,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/results/stage_A_policy_balanced_train_mini_min/stageA_summary.json
policy,GPT-5-nano,low,0.8865979381443299,0.022375992958258078,0.8375806451612904,0.9242272727272727,0.7639751552795031,0.031878623078301194,0.7000250916715525,0.822735262797849,0.8695652173913043,0.025315819695999994,0.810670045045045,0.9111822506246396,0.6304347826086957,0.03049936723605581,0.570901280960484,0.6928249146344571,970,966,966,966,500,nano_low,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/splits/policy/test,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/runs/holdout/policy/test/nano_low_tau__openai_gpt5nano_low_var-short_reason__judge_scores_joint_mt1024/responses.jsonl,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/results/stage_A_policy_balanced_train_nano_low/stageA_summary.json
policy,GPT-5-nano,minimal,0.7948453608247422,0.029022243083025034,0.7347439384979302,0.8435920054771434,0.6307053941908713,0.024266418930729266,0.584105221726581,0.6764347826086956,0.6659751037344398,0.03251002519111454,0.5985241989593751,0.7213554801163918,0.49896265560165975,0.03236841630194882,0.4395952765254819,0.5655157318460955,970,964,964,964,500,nano_min,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/splits/policy/test,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/runs/holdout/policy/test/nano_min_tau__openai_gpt5nano_minimal_var-short_reason__judge_scores_joint_mt1024/responses.jsonl,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/results/stage_A_policy_balanced_train_nano_min/stageA_summary.json
policy,Ministral-3-14B,low,0.877319587628866,0.028743042630015644,0.8151685393258427,0.9093681318681318,0.7063081695966908,0.030424182529774756,0.6484178174269009,0.7679885069358263,0.6253869969040248,0.034450121642130085,0.5519175618332176,0.6853053494124922,0.38986556359875907,0.027015424776681632,0.34606324598710386,0.4482963100799069,970,967,969,967,500,ministral3_14b_low,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/splits/policy/test,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/runs/holdout/policy/test/ministral3_14b_low_tau__local_ministral3_14b_reasoning_vllm_low_low_var-short_reason__judge_scores_joint/responses.jsonl,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/results/stage_A_policy_balanced_train_ministral3_14b_low/stageA_summary.json
policy,Ministral-3-14B,minimal,0.8783505154639175,0.01998142077427656,0.833484793814433,0.9095889945652175,0.7083764219234746,0.03133643580926529,0.6464678834461268,0.7675545470624175,0.6326109391124871,0.033844173950836956,0.5652095709570957,0.6985185695201556,0.390899689762151,0.026266379553905362,0.340955790597176,0.44166131237439205,970,967,969,967,500,ministral3_14b_minimal,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/splits/policy/test,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/runs/holdout/policy/test/ministral3_14b_minimal_tau__local_ministral3_14b_reasoning_vllm_minimal_minimal_var-short_reason__judge_scores_joint/responses.jsonl,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/results/stage_A_policy_balanced_train_ministral3_14b_minimal/stageA_summary.json
policy,Qwen3.5-14B,low,0.811340206185567,0.03207981235606538,0.7511529126213592,0.8727121212121212,0.6873065015479877,0.03230671446953401,0.625625,0.7513563345717861,0.811340206185567,0.035731476303972505,0.7349103541012999,0.8711782525510203,0.37254901960784315,0.04456058461204966,0.2928496255198275,0.46483012952861147,970,969,970,969,500,qwen35_14b_low,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/splits/policy/test,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/runs/holdout/policy/test/qwen35_14b_low_tau__local_qwen35_14b_vllm_low_low_var-short_reason__judge_scores_joint/responses.jsonl,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/results/stage_A_policy_balanced_train_qwen35_14b_low/stageA_summary.json
policy,Qwen3.5-14B,minimal,0.8144329896907216,0.029184072703646747,0.758986969851814,0.8728392597968069,0.6893704850361198,0.034374746347068275,0.6256869214208827,0.7522308774995147,0.8123711340206186,0.03511795644459583,0.7356751692456479,0.8746153846153846,0.3653250773993808,0.044893461694254434,0.28484994556192866,0.45697034213114246,970,969,970,969,500,qwen35_14b_minimal,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/splits/policy/test,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/runs/holdout/policy/test/qwen35_14b_minimal_tau__local_qwen35_14b_vllm_minimal_minimal_var-short_reason__judge_scores_joint/responses.jsonl,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/results/stage_A_policy_balanced_train_qwen35_14b_minimal/stageA_summary.json
software,Claude Haiku 4.5,low,0.7938144329896907,0.03770477906524707,0.7214962997224792,0.8687736842105263,0.7896907216494845,0.034725169692945555,0.7197691005802708,0.8564012450481041,0.8649484536082475,0.027391882531029477,0.8065189649060617,0.9119490979381443,0.6195876288659794,0.03808028769306177,0.5444365622129224,0.69509900990099,970,970,970,970,500,haiku45_low,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/splits/software/test,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/runs/holdout/software/test/haiku45_low_tau__anthropic_claude_haiku45_low_var-short_reason__judge_scores_joint_mt4096/responses.jsonl,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/results/stage_A_software_balanced_train_haiku45_low/stageA_summary.json
software,Claude Haiku 4.5,minimal,0.7752577319587629,0.030276147297128565,0.7062137330754352,0.8115592131877023,0.7419354838709677,0.029554863156287005,0.685673709547231,0.7940315434628314,0.788659793814433,0.045274606337839765,0.6719598997493734,0.8458651026392962,0.518210197710718,0.03183854577877669,0.4561926976157899,0.579303858555004,970,961,970,961,500,haiku45_min,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/splits/software/test,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/runs/holdout/software/test/haiku45_min_tau__anthropic_claude_haiku45_minimal_var-short_reason__judge_scores_joint_mt4096/responses.jsonl,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/results/stage_A_software_balanced_train_haiku45_min/stageA_summary.json
software,GPT-5-mini,low,0.845360824742268,0.036875113474309884,0.7653253182461103,0.910290625,0.6391752577319587,0.04647040309483204,0.5549969987995198,0.7286666666666667,0.8835051546391752,0.026616574118845205,0.83217392370305,0.9294482260726072,0.5587628865979382,0.03953213810439311,0.48865026208503204,0.6263999999999998,970,970,970,970,500,mini_low,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/splits/software/test,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/runs/holdout/software/test/mini_low_tau__openai_gpt5mini_low_var-short_reason__judge_scores_joint_mt1024/responses.jsonl,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/results/stage_A_software_balanced_train_mini_low/stageA_summary.json
software,GPT-5-mini,minimal,0.8298969072164949,0.032382710567231875,0.7624928977272728,0.8880228260869566,0.6371134020618556,0.03393666044995698,0.5738199919142914,0.7005526315789473,0.7752577319587629,0.04422520779101449,0.6804973731165742,0.8540384615384613,0.34845360824742266,0.031495969108607386,0.28887684811827957,0.41399414893617015,970,970,970,970,500,mini_min,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/splits/software/test,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/runs/holdout/software/test/mini_min_tau__openai_gpt5mini_minimal_var-short_reason__judge_scores_joint_mt1024/responses.jsonl,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/results/stage_A_software_balanced_train_mini_min/stageA_summary.json
software,GPT-5-nano,low,0.788659793814433,0.031106702329251824,0.7277061880945376,0.8481154970760234,0.738045738045738,0.029235439512140395,0.6829317891016918,0.7938397652054452,0.8056133056133056,0.027429980857737808,0.7491010761796233,0.8558826583592939,0.5155925155925156,0.032297353214779854,0.4520170182375586,0.5769427811044576,970,962,962,962,500,nano_low,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/splits/software/test,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/runs/holdout/software/test/nano_low_tau__openai_gpt5nano_low_var-short_reason__judge_scores_joint_mt1024/responses.jsonl,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/results/stage_A_software_balanced_train_nano_low/stageA_summary.json
software,GPT-5-nano,minimal,0.756701030927835,0.0313104385316032,0.7088741776315789,0.8271962444771723,0.6235780765253361,0.02640622100967736,0.5698252892459443,0.672644787764905,0.5584281282316442,0.03750315409631314,0.4801860836719587,0.6295002157635697,0.30713547052740436,0.022895025504952714,0.26101506760465,0.35077817178881004,970,967,967,967,500,nano_min,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/splits/software/test,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/runs/holdout/software/test/nano_min_tau__openai_gpt5nano_minimal_var-short_reason__judge_scores_joint_mt1024/responses.jsonl,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/results/stage_A_software_balanced_train_nano_min/stageA_summary.json
software,Ministral-3-14B,low,0.7987616099071208,0.025922780586891042,0.7489542779830605,0.8486260330578511,0.6998961578400831,0.027408037486156302,0.6473459929399977,0.7504146741101054,0.6418988648090815,0.033876747865709406,0.5773461810466761,0.7097860878263043,0.4132917964693666,0.029414122590499837,0.36184854856212695,0.47169929047151415,969,963,969,963,500,ministral3_14b_low,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/splits/software/test,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/runs/holdout/software/test/ministral3_14b_low_tau__local_ministral3_14b_reasoning_vllm_low_low_var-short_reason__judge_scores_joint/responses.jsonl,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/results/stage_A_software_balanced_train_ministral3_14b_low/stageA_summary.json
software,Ministral-3-14B,minimal,0.8028895768833849,0.027518735721868935,0.7483684863523573,0.8492446875657479,0.6997929606625258,0.02921253163588322,0.6381670991177997,0.7535265186862273,0.6388028895768834,0.03551169844384029,0.5706785714285714,0.7123924731182796,0.41304347826086957,0.03235938552294306,0.3504624175466218,0.4778266913809083,969,966,969,966,500,ministral3_14b_minimal,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/splits/software/test,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/runs/holdout/software/test/ministral3_14b_minimal_tau__local_ministral3_14b_reasoning_vllm_minimal_minimal_var-short_reason__judge_scores_joint/responses.jsonl,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/results/stage_A_software_balanced_train_ministral3_14b_minimal/stageA_summary.json
software,Qwen3.5-14B,low,0.8391752577319588,0.0345747805025729,0.7633237327188941,0.8905718085106382,0.7,0.036659389516759434,0.6243117198335645,0.7665672831632653,0.7103092783505155,0.04744071780478605,0.6419661290322581,0.807296256104178,0.34845360824742266,0.035354413436240836,0.28577268041237114,0.42190782649693537,970,970,970,970,500,qwen35_14b_low,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/splits/software/test,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/runs/holdout/software/test/qwen35_14b_low_tau__local_qwen35_14b_vllm_low_low_var-short_reason__judge_scores_joint/responses.jsonl,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/results/stage_A_software_balanced_train_qwen35_14b_low/stageA_summary.json
software,Qwen3.5-14B,minimal,0.8381443298969072,0.03237330832793223,0.7633472962680883,0.899529702970297,0.688659793814433,0.03533699792250101,0.6219434086422461,0.7583152173913044,0.7206185567010309,0.04649500225370273,0.6473118279569893,0.8166268438068296,0.35670103092783506,0.035827418978831065,0.28509999999999996,0.42086597938144327,970,970,970,970,500,qwen35_14b_minimal,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/splits/software/test,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/runs/holdout/software/test/qwen35_14b_minimal_tau__local_qwen35_14b_vllm_minimal_minimal_var-short_reason__judge_scores_joint/responses.jsonl,artifacts/v4_matchedsuite_drugs_20260208/stage43_holdout80_canonical_balanced_short_reason/results/stage_A_software_balanced_train_qwen35_14b_minimal/stageA_summary.json
