theme,objective,family,effort,attr_code,attr_label,actor_share,linear_share,judge_share,n_actor_attr,linear_matches_actor_rate,judge_matches_actor_rate,linear_choice_accuracy_given_actor_attr,judge_choice_accuracy_given_actor_attr
policy,5-year overall community outcome,GPT-5-nano,low,A,Compliance,0.12008281573498965,0.06418219461697723,0.08385093167701864,116,0.5172413793103449,0.3275862068965517,0.8362068965517241,0.75
policy,5-year overall community outcome,GPT-5-nano,low,S,Safety,0.3105590062111801,0.30745341614906835,0.2753623188405797,300,0.8766666666666667,0.5566666666666666,0.86,0.7766666666666666
policy,5-year overall community outcome,GPT-5-nano,low,D,Implementation Ease,0.048654244306418216,0.033126293995859216,0.14389233954451347,47,0.5531914893617021,0.46808510638297873,0.40425531914893614,0.7021276595744681
policy,5-year overall community outcome,Claude Haiku 4.5,minimal,E,Effectiveness,0.51340206185567,0.5670103092783505,0.43775933609958506,498,0.9738955823293173,0.7090909090909091,0.9357429718875502,0.7797979797979798
policy,5-year overall community outcome,Claude Haiku 4.5,minimal,A,Compliance,0.1515463917525773,0.10515463917525773,0.12448132780082988,147,0.6462585034013606,0.4726027397260274,0.6938775510204082,0.7465753424657534
policy,5-year overall community outcome,Claude Haiku 4.5,minimal,S,Safety,0.29381443298969073,0.29896907216494845,0.4045643153526971,285,0.8912280701754386,0.7491166077738516,0.7789473684210526,0.8091872791519434
policy,5-year overall community outcome,Claude Haiku 4.5,minimal,D,Implementation Ease,0.041237113402061855,0.0288659793814433,0.03319502074688797,40,0.55,0.125,0.45,0.45
policy,5-year overall community outcome,Claude Haiku 4.5,low,E,Effectiveness,0.522680412371134,0.5773195876288659,0.4762886597938144,507,1.0,0.796844181459566,0.893491124260355,0.7593688362919132
policy,5-year overall community outcome,Claude Haiku 4.5,low,A,Compliance,0.14432989690721648,0.11237113402061856,0.1577319587628866,140,0.7071428571428572,0.6642857142857143,0.7714285714285715,0.7214285714285714
policy,5-year overall community outcome,Claude Haiku 4.5,low,S,Safety,0.31237113402061856,0.3082474226804124,0.3628865979381443,303,0.9438943894389439,0.8217821782178217,0.8745874587458746,0.858085808580858
policy,5-year overall community outcome,Claude Haiku 4.5,low,D,Implementation Ease,0.020618556701030927,0.002061855670103093,0.003092783505154639,20,0.1,0.0,0.6,0.75
policy,5-year overall community outcome,Qwen3.5-14B,minimal,E,Effectiveness,0.5670103092783505,0.5319587628865979,0.27966976264189886,550,0.8618181818181818,0.3679417122040073,0.8690909090909091,0.7449908925318761
policy,5-year overall community outcome,Qwen3.5-14B,minimal,A,Compliance,0.17525773195876287,0.15979381443298968,0.10113519091847266,170,0.7176470588235294,0.2823529411764706,0.7764705882352941,0.5764705882352941
policy,5-year overall community outcome,Qwen3.5-14B,minimal,S,Safety,0.20309278350515464,0.3,0.304437564499484,197,0.9593908629441624,0.4467005076142132,0.7411167512690355,0.6598984771573604
policy,5-year overall community outcome,Qwen3.5-14B,minimal,D,Implementation Ease,0.05463917525773196,0.008247422680412371,0.31475748194014447,53,0.05660377358490566,0.3018867924528302,0.6415094339622641,0.5849056603773585
policy,5-year overall community outcome,Qwen3.5-14B,low,E,Effectiveness,0.565979381443299,0.5329896907216495,0.29102167182662536,549,0.8652094717668488,0.3843351548269581,0.8761384335154827,0.7486338797814208
policy,5-year overall community outcome,Qwen3.5-14B,low,A,Compliance,0.17422680412371133,0.15979381443298968,0.08978328173374613,169,0.7159763313609467,0.26627218934911245,0.7455621301775148,0.5857988165680473
policy,5-year overall community outcome,Qwen3.5-14B,low,S,Safety,0.20309278350515464,0.3,0.3137254901960784,197,0.9593908629441624,0.45685279187817257,0.7360406091370558,0.6395939086294417
policy,5-year overall community outcome,Qwen3.5-14B,low,D,Implementation Ease,0.05670103092783505,0.007216494845360825,0.30546955624355004,55,0.03636363636363636,0.2777777777777778,0.6363636363636364,0.5555555555555556
policy,5-year overall community outcome,Ministral-3-14B,minimal,E,Effectiveness,0.3735810113519092,0.6078431372549019,0.2647362978283351,362,0.9530386740331491,0.45,0.9419889502762431,0.7527777777777778
policy,5-year overall community outcome,Ministral-3-14B,minimal,A,Compliance,0.2786377708978328,0.1021671826625387,0.1375387797311272,270,0.337037037037037,0.23333333333333334,0.8296296296296296,0.6481481481481481
policy,5-year overall community outcome,Ministral-3-14B,minimal,S,Safety,0.23839009287925697,0.25077399380804954,0.47156153050672184,231,0.7142857142857143,0.6017316017316018,0.8658008658008658,0.7662337662337663
policy,5-year overall community outcome,Ministral-3-14B,minimal,D,Implementation Ease,0.10939112487100103,0.0392156862745098,0.12616339193381593,106,0.11320754716981132,0.1320754716981132,0.8113207547169812,0.5849056603773585
policy,5-year overall community outcome,Ministral-3-14B,low,E,Effectiveness,0.3673890608875129,0.6078431372549019,0.2647362978283351,356,0.952247191011236,0.4435028248587571,0.9410112359550562,0.751412429378531
policy,5-year overall community outcome,Ministral-3-14B,low,A,Compliance,0.2899896800825593,0.10319917440660474,0.13547052740434332,281,0.3238434163701068,0.2277580071174377,0.8291814946619217,0.6370106761565836
policy,5-year overall community outcome,Ministral-3-14B,low,S,Safety,0.23632610939112486,0.2518059855521156,0.4736297828335057,229,0.7248908296943232,0.6200873362445415,0.8646288209606987,0.7729257641921398
policy,5-year overall community outcome,Ministral-3-14B,low,D,Implementation Ease,0.10629514963880289,0.03715170278637771,0.12616339193381593,103,0.0970873786407767,0.13592233009708737,0.8155339805825242,0.5922330097087378
software,5-year overall production engineering outcome for a small team,GPT-5-mini,minimal,E,Capability,0.15979381443298968,0.1268041237113402,0.6164948453608248,155,0.6258064516129033,0.9225806451612903,0.7741935483870968,0.9806451612903225
software,5-year overall production engineering outcome for a small team,GPT-5-mini,minimal,A,Adoption Ease,0.13195876288659794,0.031958762886597936,0.07525773195876288,128,0.2421875,0.109375,0.7109375,0.5859375
software,5-year overall production engineering outcome for a small team,GPT-5-mini,minimal,S,Reliability,0.3061855670103093,0.46288659793814435,0.211340206185567,297,0.9797979797979798,0.3602693602693603,0.8787878787878788,0.5925925925925926
software,5-year overall production engineering outcome for a small team,GPT-5-mini,minimal,D,Maintainability,0.4020618556701031,0.3783505154639175,0.09690721649484536,390,0.8538461538461538,0.18974358974358974,0.8538461538461538,0.5512820512820513
software,5-year overall production engineering outcome for a small team,GPT-5-mini,low,E,Capability,0.026804123711340205,0.01752577319587629,0.2134020618556701,26,0.5,0.6153846153846154,0.38461538461538464,0.8846153846153846
software,5-year overall production engineering outcome for a small team,GPT-5-mini,low,A,Adoption Ease,0.06907216494845361,0.030927835051546393,0.032989690721649485,67,0.43283582089552236,0.1044776119402985,0.582089552238806,0.6268656716417911
software,5-year overall production engineering outcome for a small team,GPT-5-mini,low,S,Reliability,0.40515463917525774,0.3824742268041237,0.4134020618556701,393,0.8625954198473282,0.6615776081424937,0.8676844783715013,0.6590330788804071
software,5-year overall production engineering outcome for a small team,GPT-5-mini,low,D,Maintainability,0.49896907216494846,0.5690721649484536,0.3402061855670103,484,0.9834710743801653,0.5351239669421488,0.8884297520661157,0.6115702479338843
software,5-year overall production engineering outcome for a small team,GPT-5-nano,minimal,E,Capability,0.16752843846949328,0.2512926577042399,0.5346432264736298,162,0.6481481481481481,0.7283950617283951,0.7222222222222222,0.7530864197530864
software,5-year overall production engineering outcome for a small team,GPT-5-nano,minimal,A,Adoption Ease,0.24715615305067218,0.0889348500517063,0.18407445708376421,239,0.27615062761506276,0.2594142259414226,0.7698744769874477,0.6234309623430963
software,5-year overall production engineering outcome for a small team,GPT-5-nano,minimal,S,Reliability,0.2792140641158221,0.4343329886246122,0.22233712512926576,270,0.825925925925926,0.34814814814814815,0.7555555555555555,0.562962962962963
software,5-year overall production engineering outcome for a small team,GPT-5-nano,minimal,D,Maintainability,0.30610134436401243,0.22543950361944157,0.05894519131334023,296,0.49324324324324326,0.0777027027027027,0.7668918918918919,0.6081081081081081
software,5-year overall production engineering outcome for a small team,GPT-5-nano,low,E,Capability,0.13305613305613306,0.06964656964656965,0.2796257796257796,128,0.4296875,0.6953125,0.6171875,0.8671875
software,5-year overall production engineering outcome for a small team,GPT-5-nano,low,A,Adoption Ease,0.11330561330561331,0.07692307692307693,0.0893970893970894,109,0.4954128440366973,0.2018348623853211,0.6605504587155964,0.6422018348623854
software,5-year overall production engineering outcome for a small team,GPT-5-nano,low,S,Reliability,0.40436590436590436,0.5093555093555093,0.3887733887733888,389,0.9845758354755784,0.5989717223650386,0.8688946015424165,0.7789203084832905
software,5-year overall production engineering outcome for a small team,GPT-5-nano,low,D,Maintainability,0.3492723492723493,0.34407484407484407,0.24220374220374222,336,0.8422619047619048,0.4523809523809524,0.8005952380952381,0.6726190476190477
software,5-year overall production engineering outcome for a small team,Claude Haiku 4.5,minimal,E,Capability,0.18350515463917524,0.20721649484536084,0.3017689906347555,178,0.7696629213483146,0.7272727272727273,0.8932584269662921,0.8693181818181818
software,5-year overall production engineering outcome for a small team,Claude Haiku 4.5,minimal,A,Adoption Ease,0.14432989690721648,0.0731958762886598,0.06971904266389178,140,0.4857142857142857,0.21428571428571427,0.6714285714285714,0.7285714285714285
software,5-year overall production engineering outcome for a small team,Claude Haiku 4.5,minimal,S,Reliability,0.35051546391752575,0.4175257731958763,0.4068678459937565,340,0.8941176470588236,0.6220238095238095,0.8,0.7946428571428571
software,5-year overall production engineering outcome for a small team,Claude Haiku 4.5,minimal,D,Maintainability,0.3216494845360825,0.3020618556701031,0.22164412070759626,312,0.8205128205128205,0.42394822006472493,0.7275641025641025,0.6181229773462783
software,5-year overall production engineering outcome for a small team,Claude Haiku 4.5,low,E,Capability,0.1,0.09587628865979382,0.19278350515463918,97,0.6288659793814433,0.6288659793814433,0.6597938144329897,0.8350515463917526
software,5-year overall production engineering outcome for a small team,Claude Haiku 4.5,low,A,Adoption Ease,0.06494845360824743,0.01443298969072165,0.03711340206185567,63,0.2222222222222222,0.07936507936507936,0.49206349206349204,0.8253968253968254
software,5-year overall production engineering outcome for a small team,Claude Haiku 4.5,low,S,Reliability,0.5030927835051546,0.5855670103092784,0.5938144329896907,488,1.0,0.7950819672131147,0.8954918032786885,0.805327868852459
software,5-year overall production engineering outcome for a small team,Claude Haiku 4.5,low,D,Maintainability,0.3319587628865979,0.30412371134020616,0.17628865979381445,322,0.8571428571428571,0.45652173913043476,0.7391304347826086,0.7453416149068323
software,5-year overall production engineering outcome for a small team,Qwen3.5-14B,minimal,E,Capability,0.2711340206185567,0.20412371134020618,0.1556701030927835,263,0.6920152091254753,0.22053231939163498,0.8326996197718631,0.779467680608365
software,5-year overall production engineering outcome for a small team,Qwen3.5-14B,minimal,A,Adoption Ease,0.12164948453608247,0.05670103092783505,0.2515463917525773,118,0.3983050847457627,0.4661016949152542,0.788135593220339,0.8305084745762712
software,5-year overall production engineering outcome for a small team,Qwen3.5-14B,minimal,S,Reliability,0.23402061855670103,0.25773195876288657,0.3154639175257732,227,0.6255506607929515,0.4052863436123348,0.9383259911894273,0.7092511013215859
software,5-year overall production engineering outcome for a small team,Qwen3.5-14B,minimal,D,Maintainability,0.3731958762886598,0.4814432989690722,0.277319587628866,362,0.9060773480662984,0.38950276243093923,0.7955801104972375,0.56353591160221
software,5-year overall production engineering outcome for a small team,Qwen3.5-14B,low,E,Capability,0.2711340206185567,0.2020618556701031,0.15360824742268042,263,0.6844106463878327,0.20532319391634982,0.8403041825095057,0.7756653992395437
software,5-year overall production engineering outcome for a small team,Qwen3.5-14B,low,A,Adoption Ease,0.1268041237113402,0.0577319587628866,0.24948453608247423,123,0.3902439024390244,0.44715447154471544,0.7723577235772358,0.8455284552845529
software,5-year overall production engineering outcome for a small team,Qwen3.5-14B,low,S,Reliability,0.23711340206185566,0.2597938144329897,0.334020618556701,230,0.6130434782608696,0.41739130434782606,0.9304347826086956,0.7304347826086957
software,5-year overall production engineering outcome for a small team,Qwen3.5-14B,low,D,Maintainability,0.3649484536082474,0.48041237113402063,0.26288659793814434,354,0.903954802259887,0.3757062146892655,0.8022598870056498,0.5734463276836158
software,5-year overall production engineering outcome for a small team,Ministral-3-14B,minimal,E,Capability,0.20743034055727555,0.304437564499484,0.21739130434782608,201,0.736318407960199,0.49246231155778897,0.9203980099502488,0.8592964824120602
software,5-year overall production engineering outcome for a small team,Ministral-3-14B,minimal,A,Adoption Ease,0.16305469556243551,0.05779153766769866,0.06728778467908902,158,0.310126582278481,0.13291139240506328,0.7721518987341772,0.620253164556962
software,5-year overall production engineering outcome for a small team,Ministral-3-14B,minimal,S,Reliability,0.3591331269349845,0.4179566563467492,0.4906832298136646,348,0.764367816091954,0.553314121037464,0.8390804597701149,0.7550432276657061
software,5-year overall production engineering outcome for a small team,Ministral-3-14B,minimal,D,Maintainability,0.27038183694530443,0.21981424148606812,0.2246376811594203,262,0.5954198473282443,0.33587786259541985,0.683206106870229,0.5534351145038168
software,5-year overall production engineering outcome for a small team,Ministral-3-14B,low,E,Capability,0.21362229102167182,0.3065015479876161,0.21391484942886813,207,0.7294685990338164,0.4803921568627451,0.9082125603864735,0.8382352941176471
software,5-year overall production engineering outcome for a small team,Ministral-3-14B,low,A,Adoption Ease,0.16305469556243551,0.05675954592363261,0.06853582554517133,158,0.3037974683544304,0.1337579617834395,0.759493670886076,0.6114649681528662
software,5-year overall production engineering outcome for a small team,Ministral-3-14B,low,S,Reliability,0.36016511867905054,0.42105263157894735,0.490134994807892,349,0.7707736389684814,0.5488505747126436,0.839541547277937,0.7586206896551724
software,5-year overall production engineering outcome for a small team,Ministral-3-14B,low,D,Maintainability,0.2631578947368421,0.21568627450980393,0.22741433021806853,255,0.6039215686274509,0.3464566929133858,0.6784313725490196,0.562992125984252
